rxn	LB	UB
MAR03905	0	1522.34
MAR03907	0	207.193
MAR04097	0	119.377
MAR04099	0	8.43097
MAR04108	0	119.377
MAR04133	0	119.377
MAR04281	-348.995	348.995
MAR04388	-348.995	348.995
MAR04283	0	3.62919
MAR08357	0	1121.41
MAR04379	0	19.1013
MAR04301	0	19.1013
MAR04355	0	1550.04
MAR04358	0	93.0725
MAR04363	-236.94	236.94
MAR04365	-52.4081	52.4081
MAR04368	-132.772	132.772
MAR04370	0	7.65303
MAR04371	0	52.4081
MAR04372	0	7.65303
MAR04373	-823.213	823.213
MAR04375	-1550.04	1550.04
MAR04377	0	553.465
MAR04381	-120.903	120.903
MAR04391	-255.711	255.711
MAR04394	0	28.5792
MAR04396	-108.487	108.487
MAR04521	0	30.2596
MAR06412	0	3.93438
MAR07745	-49.2105	49.2105
MAR07747	0	3.76711
MAR08360	0	1227.55
MAR08652	0	30.2596
MAR08757	0	3228.37
MAR03989	0	38.5643
MAR04122	0	45.3605
MAR04837	0	13.212
MAR05395	0	2.5816
MAR05396	0	72.6329
MAR09727	0	72.6329
MAR05397	0	27.6705
MAR05398	0	129.115
MAR05399	0	8.85068
MAR05400	0	8.85068
MAR05401	0	129.115
MAR08568	0	95.8222
MAR08569	0	95.8222
MAR08570	0	95.8222
MAR08571	0	95.8222
MAR08572	0	95.8222
MAR08573	0	95.8222
MAR08574	0	95.8222
MAR08575	0	95.8222
MAR08576	0	95.8222
MAR08577	0	95.8222
MAR08578	0	95.8222
MAR08579	0	95.8222
MAR08581	0	95.8222
MAR08591	0	23.3038
MAR08592	0	38.5643
MAR08580	0	95.8222
MAR08582	0	95.8222
MAR08587	0	23.3038
MAR08589	0	38.5643
MAR08583	0	23.3038
MAR08584	0	0.01
MAR08585	0	0.655259
MAR03944	0	80.0402
MAR04128	-9.06872	9.06872
MAR04130	0	46.8638
MAR04131	-40.6638	40.6638
MAR04132	0	40.6638
MAR04303	0	38.5643
MAR04414	0	46.8638
MAR04415	0	0.01
MAR04416	0	198.711
MAR04774	-19.1013	19.1013
MAR04775	-19.1013	19.1013
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	13.2125
MAR08761	0	294.785
MAR08762	-1550.04	1550.04
MAR08764	0	0.01
MAR08766	-6.45085	6.45085
MAR08767	0	40.6638
MAR00454	0	1000
MAR04297	0	7.20687
MAR04310	0	294.785
MAR04315	-355.781	355.781
MAR04316	-6.45085	6.45085
MAR04317	0	36.2204
MAR04318	0	36.2204
MAR04319	0	2.61427
MAR04320	0	36.2204
MAR04356	0	1550.04
MAR04383	-6.23593	6.23593
MAR04385	0	23.5173
MAR04386	0	15.3937
MAR04387	0	6.79672
MAR04399	0	0.212225
MAR04400	0	17.7525
MAR04401	0	2.13824
MAR04402	-2.79758	2.79758
MAR04403	0	1000
MAR04490	0	2.61427
MAR04706	0	7.20687
MAR08768	0	17.7525
MAR04590	0	226.014
MAR04591	0	153.314
MAR04592	-6.45085	6.45085
MAR04593	0	355.781
MAR04594	0	59.2591
MAR04595	-52.297	52.297
MAR08341	0	207.193
MAR08342	-1000	1000
MAR08344	-207.193	207.193
MAR08352	-19.553	19.553
MAR08353	-1000	1000
MAR08726	0	11.6806
MAR08727	0	10.9528
MAR08728	0	1000
MAR08729	0	1.00673
MAR06537	-207.193	207.193
MAR01568	0	3.62919
MAR03853	0	240.559
MAR03854	0	6.45085
MAR03855	0	6.45085
MAR03857	0	200.838
MAR03859	0	62.6972
MAR04087	0	2.18707
MAR04089	0	26.5522
MAR04091	0	2.18707
MAR04093	0	33.3775
MAR04095	0	33.3775
MAR04101	0	1143.9
MAR04103	0	0.948019
MAR04143	0	172.793
MAR04193	0	93.0725
MAR08497	0	207.193
MAR08498	0	3228.37
MAR08499	0	3228.37
MAR08500	0	207.193
MAR08501	0	171.772
MAR08502	-1522.34	1522.34
MAR08503	0	206.545
MAR08504	0	1121.41
MAR08506	0	1121.41
MAR08507	0	1522.34
MAR08508	0	1522.34
MAR08509	0	207.193
MAR08511	0	200.838
MAR08512	-62.6972	62.6972
MAR08514	0	62.6972
MAR08516	0	12.0419
MAR08517	0	1000
MAR04280	-2.74476	2.74476
MAR00153	0	119.377
MAR03212	0	137.49
MAR03797	0	119.377
MAR03800	0	31.0282
MAR04105	0	29.9574
MAR04106	0	29.9574
MAR04107	0	29.9574
MAR04282	0	129.836
MAR04331	-119.377	119.377
MAR04459	0	119.377
MAR04460	0	119.377
MAR04464	0	1000
MAR04497	0	419.196
MAR04741	0	29.6117
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-285.791	285.791
MAR00718	0	15.4451
MAR00719	0	0.56703
MAR01434	-246.403	246.403
MAR01436	0	26.3025
MAR03163	0	137.49
MAR04461	-122.087	122.087
MAR04604	0	58.4702
MAR05351	-2.74476	2.74476
MAR07709	-88.9977	88.9977
MAR04052	0	14.0246
MAR04304	0	2.29392
MAR04350	-11.6806	11.6806
MAR04351	-2.73951	2.73951
MAR04352	-2.73951	2.73951
MAR04354	-108.487	108.487
MAR04398	-34.1068	34.1068
MAR04404	-50.7308	50.7308
MAR04473	0	22.2733
MAR04474	0	22.2733
MAR04476	-17.7934	17.7934
MAR04477	-5.10019	5.10019
MAR04501	-50.7308	50.7308
MAR04565	-80.989	80.989
MAR04567	0	19.1013
MAR09799	-24.6134	24.6134
MAR09800	-294.785	294.785
MAR04623	0	94.7163
MAR04625	0	36.9699
MAR04710	-108.487	108.487
MAR04841	-3.62919	3.62919
MAR08074	0	11.6806
MAR08653	-94.7163	94.7163
MAR03998	0	59.9514
MAR04000	0	21.8754
MAR04002	-144.54	144.54
MAR04004	-144.54	144.54
MAR04010	0	23.6729
MAR04081	0	23.6729
MAR04082	0	23.6729
MAR04012	0	229.37
MAR04014	0	13.8378
MAR04020	-23.6056	23.6056
MAR04022	0	21.8754
MAR04038	-12.3316	12.3316
MAR04040	0	22.9287
MAR04042	0	33.9725
MAR04046	0	3.88856
MAR04048	0	13.8378
MAR04080	0	7.66506
MAR04085	0	48.3815
MAR04086	0	48.3815
MAR04134	0	59.9514
MAR04135	-23.6056	23.6056
MAR04168	0	11.5928
MAR04171	0	93.0725
MAR04290	0	31.8147
MAR04406	0	5.48573
MAR04412	-9.1348	9.1348
MAR04417	0	23.6729
MAR04418	0	20.0003
MAR04419	0	9.27812
MAR04421	0	93.0725
MAR04449	0	23.6729
MAR04450	0	23.6729
MAR04451	0	1000
MAR04452	0	20.0003
MAR04453	0	3.88856
MAR04480	-179.509	179.509
MAR04481	0	1.05989
MAR04482	0	1.05989
MAR04486	0	2.61427
MAR04487	0	2.61427
MAR04488	0	2.61427
MAR04489	0	2.61427
MAR04492	0	2.61427
MAR04493	0	2.61427
MAR04495	0	2.61427
MAR04496	0	2.61427
MAR04518	0	5.7666
MAR04519	0	33.5689
MAR04520	0	33.5689
MAR04573	0	93.0725
MAR04574	-41.3011	41.3011
MAR04600	0	11.7042
MAR04602	0	23.6729
MAR04603	-41.3011	41.3011
MAR04611	0	1.17355
MAR04612	0	1.17355
MAR04614	0	1.17355
MAR04615	0	1.17355
MAR04617	0	1.17355
MAR04618	0	1.17355
MAR04619	0	1.17355
MAR04621	0	1.17355
MAR04632	0	23.6729
MAR04646	0	33.5689
MAR04648	0	33.5689
MAR04649	0	33.5689
MAR04650	0	33.5689
MAR04651	-41.3011	41.3011
MAR04663	-41.3011	41.3011
MAR04664	0	20.0003
MAR04694	0	1.05989
MAR04695	-41.3011	41.3011
MAR04705	0	23.6729
MAR04709	-41.3011	41.3011
MAR04799	0	10.2052
MAR04802	0	10.2052
MAR04804	-64.7696	64.7696
MAR04808	0	4.21307
MAR04810	0	64.7696
MAR04812	-9.1348	9.1348
MAR04814	-12.3316	12.3316
MAR05301	0	12.4994
MAR05353	-23.6056	23.6056
MAR06601	0	0.01
MAR06602	-244.556	244.556
MAR06603	-244.556	244.556
MAR06605	-1000	1000
MAR06606	-1000	1000
MAR06607	-1000	1000
MAR06609	-1000	1000
MAR06610	0	1000
MAR06611	-1000	1000
MAR07144	0	24.2953
MAR08755	0	33.5689
MAR09797	0	1000
MAR04016	-157.348	157.348
MAR04018	-157.348	157.348
MAR04044	-157.348	157.348
MAR04291	-157.348	157.348
MAR04420	0	157.348
MAR04570	-157.348	157.348
MAR04572	0	157.348
MAR04006	-157.348	157.348
MAR04028	-157.348	157.348
MAR04030	-157.348	157.348
MAR04670	-157.348	157.348
MAR04673	-157.348	157.348
MAR04675	0	157.348
MAR06614	-157.348	157.348
MAR06615	-157.348	157.348
MAR06616	-157.348	157.348
MAR04635	-157.348	157.348
MAR03793	-48.3426	48.3426
MAR03931	0	42.0138
MAR03969	0	12.4994
MAR03970	0	23.6729
MAR04008	-13.8895	13.8895
MAR04032	0	5.02569
MAR04034	0	1.27328
MAR04036	0	15.3085
MAR04050	-1.27328	1.27328
MAR04056	0	23.6729
MAR04059	0	59.9514
MAR04060	0	59.9514
MAR04127	0	18.5098
MAR04177	0	23.6729
MAR04179	0	23.6729
MAR04182	0	36.2204
MAR04183	0	31.8147
MAR04192	0	31.8147
MAR04194	0	5.02569
MAR04210	0	93.0725
MAR04211	0	11.5928
MAR04343	0	1.24358
MAR04345	-106.94	106.94
MAR04346	0	103.712
MAR04470	0	106.94
MAR04471	0	106.94
MAR04472	0	106.94
MAR04484	0	23.6729
MAR04485	-36.2075	36.2075
MAR04510	0	23.6729
MAR04512	-13.8895	13.8895
MAR04513	0	1.86039
MAR04514	0	8.04267
MAR04577	0	15.3085
MAR04579	-203.801	203.801
