rxn	LB	UB
MAR03905	0	1115.71
MAR03907	0	217.179
MAR04097	0	42.6451
MAR04099	0	9.7188
MAR04108	0	42.6451
MAR04133	0	42.6451
MAR04281	-644.011	644.011
MAR04388	-644.011	644.011
MAR04283	0	1.50597
MAR08357	0	1057.83
MAR04379	0	17.1693
MAR04301	0	17.1693
MAR04355	0	1791.81
MAR04358	0	58.6004
MAR04363	-226.672	226.672
MAR04365	-60.5813	60.5813
MAR04368	-131.756	131.756
MAR04370	0	3.98099
MAR04371	0	60.5813
MAR04372	0	3.98099
MAR04373	-823.081	823.081
MAR04375	-1791.81	1791.81
MAR04377	0	711.666
MAR04381	-102.309	102.309
MAR04391	-328.479	328.479
MAR04394	0	48.4723
MAR04396	-114.947	114.947
MAR04521	0	57.1017
MAR06412	0	6.6069
MAR07745	-40.9357	40.9357
MAR07747	0	3.53457
MAR08360	0	860.563
MAR08652	0	57.1017
MAR08757	0	4893.6
MAR03989	0	34.1408
MAR04122	0	19.9266
MAR04837	0	14.4635
MAR05395	0	3.27336
MAR05396	0	45.1069
MAR09727	0	45.1069
MAR05397	0	22.6095
MAR05398	0	88.9718
MAR05399	0	6.52761
MAR05400	0	6.52761
MAR05401	0	88.9718
MAR08568	0	119.257
MAR08569	0	119.257
MAR08570	0	119.257
MAR08571	0	119.257
MAR08572	0	119.257
MAR08573	0	119.257
MAR08574	0	119.257
MAR08575	0	119.257
MAR08576	0	119.257
MAR08577	0	119.257
MAR08578	0	119.257
MAR08579	0	119.257
MAR08581	0	119.257
MAR08591	0	11.635
MAR08592	0	34.1408
MAR08580	0	119.257
MAR08582	0	119.257
MAR08587	0	11.635
MAR08589	0	34.1408
MAR08583	0	11.635
MAR08584	0	0.01
MAR08585	0	0.310073
MAR03944	0	64.0115
MAR04128	-3.03545	3.03545
MAR04130	0	69.387
MAR04131	-26.7645	26.7645
MAR04132	0	26.7645
MAR04303	0	34.1408
MAR04414	0	69.387
MAR04415	0	0.01
MAR04416	0	119.068
MAR04774	-17.1693	17.1693
MAR04775	-17.1693	17.1693
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	11.955
MAR08761	0	319.828
MAR08762	-1791.81	1791.81
MAR08764	0	0.01
MAR08766	-5.3651	5.3651
MAR08767	0	26.7645
MAR00454	0	1000
MAR04297	0	10.6414
MAR04310	0	319.828
MAR04315	-421.606	421.606
MAR04316	-5.3651	5.3651
MAR04317	0	27.7276
MAR04318	0	27.7276
MAR04319	0	1.44605
MAR04320	0	27.7276
MAR04356	0	1791.81
MAR04383	-4.46994	4.46994
MAR04385	0	21.3159
MAR04386	0	13.6657
MAR04387	0	7.76481
MAR04399	0	0.304708
MAR04400	0	21.3468
MAR04401	0	2.33397
MAR04402	-2.00682	2.00682
MAR04403	0	1000
MAR04490	0	1.44605
MAR04706	0	10.6414
MAR08768	0	21.3468
MAR04590	0	253.877
MAR04591	0	179.705
MAR04592	-5.3651	5.3651
MAR04593	0	421.606
MAR04594	0	40.1024
MAR04595	-48.7549	48.7549
MAR08341	0	217.179
MAR08342	-1000	1000
MAR08344	-217.179	217.179
MAR08352	-10.7424	10.7424
MAR08353	-1000	1000
MAR08726	0	12.8086
MAR08727	0	18.3281
MAR08728	0	1000
MAR08729	0	1.33287
MAR06537	-217.179	217.179
MAR01568	0	1.50597
MAR03853	0	180.469
MAR03854	0	5.3651
MAR03855	0	5.3651
MAR03857	0	184.507
