rxn	LB	UB
MAR03905	0	1396.91
MAR03907	0	164.157
MAR04097	0	66.7306
MAR04099	0	7.45656
MAR04108	0	66.7306
MAR04133	0	66.7306
MAR04281	-389.487	389.487
MAR04388	-389.487	389.487
MAR04283	0	1.80932
MAR08357	0	1152.67
MAR04379	0	21.5664
MAR04301	0	21.5664
MAR04355	0	1720.04
MAR04358	0	88.3624
MAR04363	-216.767	216.767
MAR04365	-47.5604	47.5604
MAR04368	-128.479	128.479
MAR04370	0	7.56696
MAR04371	0	47.5604
MAR04372	0	7.56696
MAR04373	-686.509	686.509
MAR04375	-1720.04	1720.04
MAR04377	0	582.66
MAR04381	-96.5052	96.5052
MAR04391	-249.746	249.746
MAR04394	0	58.2882
MAR04396	-105.719	105.719
MAR04521	0	75.7034
MAR06412	0	3.95497
MAR07745	-45.9046	45.9046
MAR07747	0	4.40631
MAR08360	0	864.622
MAR08652	0	75.7034
MAR08757	0	5140.9
MAR03989	0	32.6006
MAR04122	0	18.6255
MAR04837	0	17.3718
MAR05395	0	4.7548
MAR05396	0	78.5754
MAR09727	0	78.5754
MAR05397	0	32.9866
MAR05398	0	100.828
MAR05399	0	10.845
MAR05400	0	10.845
MAR05401	0	100.828
MAR08568	0	105.864
MAR08569	0	105.864
MAR08570	0	105.864
MAR08571	0	105.864
MAR08572	0	105.864
MAR08573	0	105.864
MAR08574	0	105.864
MAR08575	0	105.864
MAR08576	0	105.864
MAR08577	0	105.864
MAR08578	0	105.864
MAR08579	0	105.864
MAR08581	0	105.864
MAR08591	0	23.3091
MAR08592	0	32.6006
MAR08580	0	105.864
MAR08582	0	105.864
MAR08587	0	23.3091
MAR08589	0	32.6006
MAR08583	0	23.3091
MAR08584	0	0.01
MAR08585	0	1.04444
MAR03944	0	85.5897
MAR04128	-3.67553	3.67553
MAR04130	0	60.5208
MAR04131	-29.6645	29.6645
MAR04132	0	29.6645
MAR04303	0	32.6006
MAR04414	0	60.5208
MAR04415	0	0.01
MAR04416	0	131.752
MAR04774	-21.5664	21.5664
MAR04775	-21.5664	21.5664
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	12.6435
MAR08761	0	299.608
MAR08762	-1720.04	1720.04
MAR08764	0	0.01
MAR08766	-6.65975	6.65975
MAR08767	0	29.6645
MAR00454	0	1000
MAR04297	0	8.85172
MAR04310	0	299.608
MAR04315	-752.786	752.786
MAR04316	-6.65975	6.65975
MAR04317	0	37.1016
MAR04318	0	37.1016
MAR04319	0	2.86035
MAR04320	0	37.1016
MAR04356	0	1720.04
MAR04383	-4.44804	4.44804
MAR04385	0	20.406
MAR04386	0	20.1707
MAR04387	0	8.30342
MAR04399	0	1.7622
MAR04400	0	17.6031
MAR04401	0	2.53099
MAR04402	-3.35189	3.35189
