rxn	LB	UB
MAR03905	0	882.078
MAR03907	0	285.228
MAR04097	0	21.9438
MAR04099	0	7.70309
MAR04108	0	21.9438
MAR04133	0	21.9438
MAR04281	-315.34	315.34
MAR04388	-315.34	315.34
MAR04283	0	2.82554
MAR08357	0	525.164
MAR04379	0	10.8556
MAR04301	0	10.8556
MAR04355	0	1175.53
MAR04358	0	46.127
MAR04363	-134.387	134.387
MAR04365	-53.755	53.755
MAR04368	-131.981	131.981
MAR04370	0	7.95338
MAR04371	0	53.755
MAR04372	0	7.95338
MAR04373	-337.288	337.288
MAR04375	-1175.53	1175.53
MAR04377	0	579.259
MAR04381	-50.0299	50.0299
MAR04391	-237.419	237.419
MAR04394	0	59.8985
MAR04396	-48.0098	48.0098
MAR04521	0	17.1598
MAR06412	0	3.58495
MAR07745	-41.6151	41.6151
MAR07747	0	3.78409
MAR08360	0	412.05
MAR08652	0	17.1598
MAR08757	0	1704.82
MAR03989	0	12.9891
MAR04122	0	20.1649
MAR04837	0	7.21093
MAR05395	0	2.24591
MAR05396	0	21.1014
MAR09727	0	22.7399
MAR05397	0	12.8889
MAR05398	0	52.8179
MAR05399	0	2.42834
MAR05400	0	2.42834
MAR05401	0	52.8179
MAR08568	0	117.764
MAR08569	0	117.764
MAR08570	0	117.764
MAR08571	0	117.764
MAR08572	0	117.764
MAR08573	0	117.764
MAR08574	0	117.764
MAR08575	0	117.764
MAR08576	0	117.764
MAR08577	0	117.764
MAR08578	0	117.764
MAR08579	0	117.764
MAR08581	0	117.764
MAR08591	0	3.08124
MAR08592	0	12.9891
MAR08580	0	117.764
MAR08582	0	117.764
MAR08587	0	3.08124
MAR08589	0	12.9891
MAR08583	0	3.08124
MAR08584	0	0.01
MAR08585	0	0.608648
MAR03944	0	81.4487
MAR04128	-4.4231	4.4231
MAR04130	0	98.371
MAR04131	-25.7687	25.7687
MAR04132	0	25.7687
MAR04303	0	12.9891
MAR04414	0	98.371
MAR04415	0	0.01
MAR04416	0	140.628
MAR04774	-10.8556	10.8556
MAR04775	-10.8556	10.8556
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	10.136
MAR08761	0	435.418
MAR08762	-1175.53	1175.53
MAR08764	0	0.01
MAR08766	-8.30934	8.30934
MAR08767	0	25.7687
MAR00454	0	1000
MAR04297	0	4.9971
MAR04310	0	435.418
MAR04315	-506.273	506.273
MAR04316	-8.30934	8.30934
MAR04317	0	23.262
MAR04318	0	23.262
MAR04319	0	2.47754
MAR04320	0	23.262
MAR04356	0	1175.53
MAR04383	-2.44991	2.44991
MAR04385	0	13.5338
MAR04386	0	7.00304
MAR04387	0	5.99325
MAR04399	0	0.01
MAR04400	0	20.6801
MAR04401	0	1.06309
MAR04402	-2.51625	2.51625
MAR04403	0	1000
MAR04490	0	2.47754
MAR04706	0	4.9971
MAR08768	0	20.6801
MAR04590	0	229.655
MAR04591	0	142.589
MAR04592	-8.30934	8.30934
MAR04593	0	506.273
MAR04594	0	28.4272
MAR04595	-18.2376	18.2376
MAR08341	0	285.228
MAR08342	-1000	1000
MAR08344	-285.228	285.228
MAR08352	-10.3878	10.3878
MAR08353	-1000	1000
MAR08726	0	14.6494
MAR08727	0	27.3138
MAR08728	0	1000
MAR08729	0	2.76544
MAR06537	-285.228	285.228
MAR01568	0	2.82554
MAR03853	0	103.188
MAR03854	0	8.30934
MAR03855	0	8.30934
MAR03857	0	271.321
MAR03859	0	41.9399
MAR04087	0	0.634667
MAR04089	0	15.4861
MAR04091	0	0.634667
MAR04093	0	29.5426
MAR04095	0	29.5426
MAR04101	0	426.481
MAR04103	0	0.733501
MAR04143	0	90.7397
MAR04193	0	46.127
MAR08497	0	285.228
MAR08498	0	1704.82
MAR08499	0	1704.82
MAR08500	0	285.228
MAR08501	0	160.203
MAR08502	-882.078	882.078
MAR08503	0	100.833
MAR08504	0	525.164
MAR08506	0	525.164
MAR08507	0	882.078
MAR08508	0	882.078
MAR08509	0	285.228
MAR08511	0	271.321
MAR08512	-41.9399	41.9399
MAR08514	0	41.9399
MAR08516	0	20.234
MAR08517	0	1000
MAR04280	-2.38933	2.38933
MAR00153	0	21.9438
MAR03212	0	166.924
MAR03797	0	21.9438
MAR03800	0	16.143
MAR04105	0	99.5467
MAR04106	0	99.5467
MAR04107	0	99.5467
MAR04282	0	87.4066
MAR04331	-21.9438	21.9438
MAR04459	0	21.9438
MAR04460	0	21.9438
MAR04464	0	1000
MAR04497	0	139.165
MAR04741	0	39.4539
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-422.354	422.354
MAR00718	0	17.5503
MAR00719	0	0.164816
MAR01434	-148.734	148.734
MAR01436	0	7.31173
MAR03163	0	166.924
MAR04461	-138.275	138.275
MAR04604	0	20.6206
MAR05351	-2.38933	2.38933
MAR07709	-109.019	109.019
MAR04052	0	11.1008
MAR04304	0	1.4096
MAR04350	-14.6494	14.6494
MAR04351	-1.53332	1.53332
MAR04352	-1.53332	1.53332
MAR04354	-48.0098	48.0098
MAR04398	-48.031	48.031
MAR04404	-22.1275	22.1275
MAR04473	0	10.3956
MAR04474	0	10.3956
MAR04476	-34.9543	34.9543
MAR04477	-7.61013	7.61013
MAR04501	-22.1275	22.1275
MAR04565	-79.5812	79.5812
MAR04567	0	10.8556
MAR09799	-17.0852	17.0852
MAR09800	-435.418	435.418
MAR04623	0	37.6683
MAR04625	0	51.856
MAR04710	-48.0098	48.0098
MAR04841	-2.82554	2.82554
MAR08074	0	14.6494
MAR08653	-51.856	51.856
MAR03998	0	29.635
MAR04000	0	8.51116
MAR04002	-166.837	166.837
MAR04004	-166.837	166.837
MAR04010	0	41.5745
MAR04081	0	41.5745
MAR04082	0	41.5745
MAR04012	0	204.128
