rxn	LB	UB
MAR03905	0	1606.46
MAR03907	0	241.844
MAR04097	0	31.8047
MAR04099	0	5.66886
MAR04108	0	31.8047
MAR04133	0	31.8047
MAR04281	-535.352	535.352
MAR04388	-535.352	535.352
MAR04283	0	1.37118
MAR08357	0	1222.38
MAR04379	0	18.4167
MAR04301	0	18.4167
MAR04355	0	1694.58
MAR04358	0	197.874
MAR04363	-304.844	304.844
MAR04365	-61.2921	61.2921
MAR04368	-122.404	122.404
MAR04370	0	5.43822
MAR04371	0	61.2921
MAR04372	0	5.43822
MAR04373	-933.138	933.138
MAR04375	-1694.58	1694.58
MAR04377	0	620.088
MAR04381	-101.993	101.993
MAR04391	-239.855	239.855
MAR04394	0	59.7461
MAR04396	-118.331	118.331
MAR04521	0	225.115
MAR06412	0	5.59102
MAR07745	-50.528	50.528
MAR07747	0	4.13523
MAR08360	0	1140.1
MAR08652	0	225.115
MAR08757	0	4702.53
MAR03989	0	35.4137
MAR04122	0	26.2252
MAR04837	0	15.3375
MAR05395	0	2.11769
MAR05396	0	57.1248
MAR09727	0	69.806
MAR05397	0	31.4122
MAR05398	0	112.14
MAR05399	0	6.83478
MAR05400	0	6.83478
MAR05401	0	112.14
MAR08568	0	80.9596
MAR08569	0	80.9596
MAR08570	0	80.9596
MAR08571	0	80.9596
MAR08572	0	80.9596
MAR08573	0	80.9596
MAR08574	0	80.9596
MAR08575	0	80.9596
MAR08576	0	80.9596
MAR08577	0	80.9596
MAR08578	0	80.9596
MAR08579	0	80.9596
MAR08581	0	80.9596
MAR08591	0	16.1994
MAR08592	0	35.4137
MAR08580	0	80.9596
MAR08582	0	80.9596
MAR08587	0	16.1994
MAR08589	0	35.4137
MAR08583	0	16.1994
MAR08584	0	0.01
MAR08585	0	0.607475
MAR03944	0	83.9446
MAR04128	-4.88123	4.88123
MAR04130	0	86.8852
MAR04131	-28.5898	28.5898
MAR04132	0	28.5898
MAR04303	0	35.4137
MAR04414	0	86.8852
MAR04415	0	0.01
MAR04416	0	108.998
MAR04774	-18.4167	18.4167
MAR04775	-18.4167	18.4167
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	11.9321
MAR08761	0	401.863
MAR08762	-1694.58	1694.58
MAR08764	0	0.01
MAR08766	-4.1599	4.1599
MAR08767	0	28.5898
MAR00454	0	1000
MAR04297	0	8.86301
MAR04310	0	401.863
MAR04315	-499.314	499.314
MAR04316	-4.1599	4.1599
MAR04317	0	29.0391
MAR04318	0	29.0391
MAR04319	0	1.37857
MAR04320	0	29.0391
MAR04356	0	1694.58
MAR04383	-4.9503	4.9503
MAR04385	0	24.8671
MAR04386	0	18.4465
MAR04387	0	10.5619
MAR04399	0	0.300966
MAR04400	0	16.9215
MAR04401	0	1.69421
MAR04402	-3.56522	3.56522
MAR04403	0	1000
MAR04490	0	1.37857
MAR04706	0	8.86301
MAR08768	0	16.9215
MAR04590	0	181.708
MAR04591	0	145.693
MAR04592	-4.1599	4.1599
MAR04593	0	499.314
MAR04594	0	48.1245
MAR04595	-55.3808	55.3808
MAR08341	0	241.844
MAR08342	-1000	1000
MAR08344	-241.844	241.844
MAR08352	-12.9105	12.9105
MAR08353	-1000	1000
MAR08726	0	10.8454
MAR08727	0	15.4962
MAR08728	0	1000
MAR08729	0	1.72909
MAR06537	-241.844	241.844
MAR01568	0	1.37118
MAR03853	0	156.033
MAR03854	0	4.1599
MAR03855	0	4.1599
MAR03857	0	204.827
MAR03859	0	78.5427
MAR04087	0	0.968024
MAR04089	0	33.6838
MAR04091	0	0.968024
MAR04093	0	33.9236
MAR04095	0	33.9236
MAR04101	0	995.413
MAR04103	0	0.550504
MAR04143	0	250.405
MAR04193	0	197.874
MAR08497	0	241.844
MAR08498	0	4702.53
MAR08499	0	4702.53
MAR08500	0	241.844
MAR08501	0	273.534
MAR08502	-1606.46	1606.46
MAR08503	0	227.418
MAR08504	0	1222.38
MAR08506	0	1222.38
MAR08507	0	1606.46
