rxn	LB	UB
MAR03905	0	1103.58
MAR03907	0	250.702
MAR04097	0	32.2248
MAR04099	0	4.988
MAR04108	0	32.2248
MAR04133	0	32.2248
MAR04281	-458.387	458.387
MAR04388	-458.387	458.387
MAR04283	0	2.16475
MAR08357	0	1060.36
MAR04379	0	14.0681
MAR04301	0	14.0681
MAR04355	0	1575.23
MAR04358	0	47.8356
MAR04363	-164.24	164.24
MAR04365	-60.5089	60.5089
MAR04368	-129.14	129.14
MAR04370	0	4.85157
MAR04371	0	60.5089
MAR04372	0	4.85157
MAR04373	-465.144	465.144
MAR04375	-1575.23	1575.23
MAR04377	0	602.56
MAR04381	-77.2705	77.2705
MAR04391	-257.593	257.593
MAR04394	0	18.642
MAR04396	-94.5622	94.5622
MAR04521	0	39.3786
MAR06412	0	4.85882
MAR07745	-44.0757	44.0757
MAR07747	0	4.07972
MAR08360	0	1003.73
MAR08652	0	39.3786
MAR08757	0	4787.04
MAR03989	0	28.1282
MAR04122	0	37.4959
MAR04837	0	11.1002
MAR05395	0	2.89207
MAR05396	0	66.3026
MAR09727	0	66.3026
MAR05397	0	19.3005
MAR05398	0	87.3595
MAR05399	0	6.21789
MAR05400	0	6.21789
MAR05401	0	87.3595
MAR08568	0	96.7775
MAR08569	0	96.7775
MAR08570	0	96.7775
MAR08571	0	96.7775
MAR08572	0	96.7775
MAR08573	0	96.7775
MAR08574	0	96.7775
MAR08575	0	96.7775
MAR08576	0	96.7775
MAR08577	0	96.7775
MAR08578	0	96.7775
MAR08579	0	96.7775
MAR08581	0	96.7775
MAR08591	0	11.3176
MAR08592	0	28.1282
MAR08580	0	96.7775
MAR08582	0	96.7775
MAR08587	0	11.3176
MAR08589	0	28.1282
MAR08583	0	11.3176
MAR08584	0	0.01
MAR08585	0	0.255922
MAR03944	0	110.585
MAR04128	-1.95689	1.95689
MAR04130	0	51.7455
MAR04131	-34.0975	34.0975
MAR04132	0	34.0975
MAR04303	0	28.1282
MAR04414	0	51.7455
MAR04415	0	0.01
MAR04416	0	135.418
MAR04774	-14.0681	14.0681
MAR04775	-14.0681	14.0681
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	8.40312
MAR08761	0	266.752
MAR08762	-1575.23	1575.23
MAR08764	0	0.01
MAR08766	-6.17169	6.17169
MAR08767	0	34.0975
MAR00454	0	1000
MAR04297	0	4.52232
MAR04310	0	266.752
MAR04315	-391.198	391.198
MAR04316	-6.17169	6.17169
MAR04317	0	21.6745
MAR04318	0	21.6745
MAR04319	0	1.41787
MAR04320	0	21.6745
MAR04356	0	1575.23
MAR04383	-4.9587	4.9587
MAR04385	0	18.4409
MAR04386	0	11.1083
MAR04387	0	7.68621
MAR04399	0	0.872651
MAR04400	0	21.4614
MAR04401	0	2.41963
MAR04402	-2.54517	2.54517
MAR04403	0	1000
MAR04490	0	1.41787
MAR04706	0	4.52232
MAR08768	0	21.4614
MAR04590	0	227.022
MAR04591	0	170.596
MAR04592	-6.17169	6.17169
MAR04593	0	391.198
MAR04594	0	47.7092
MAR04595	-31.4936	31.4936
MAR08341	0	250.702
MAR08342	-1000	1000
MAR08344	-250.702	250.702
MAR08352	-19.7597	19.7597
MAR08353	-1000	1000
MAR08726	0	14.7161
MAR08727	0	17.885
MAR08728	0	1000
MAR08729	0	1.9213
MAR06537	-250.702	250.702
MAR01568	0	2.16475
MAR03853	0	235.01
MAR03854	0	6.17169
MAR03855	0	6.17169
MAR03857	0	175.053
MAR03859	0	70.0872
MAR04087	0	1.61614
MAR04089	0	20.1365
MAR04091	0	1.61614
MAR04093	0	45.0533
MAR04095	0	45.0533
MAR04101	0	1555.68
MAR04103	0	1.0486
MAR04143	0	162.348
MAR04193	0	47.8356
MAR08497	0	250.702
MAR08498	0	4787.04
MAR08499	0	4787.04
MAR08500	0	250.702
MAR08501	0	150.463
MAR08502	-1103.58	1103.58
MAR08503	0	230.986
MAR08504	0	1060.36
MAR08506	0	1060.36
MAR08507	0	1103.58
MAR08508	0	1103.58
MAR08509	0	250.702
MAR08511	0	175.053
MAR08512	-70.0872	70.0872
MAR08514	0	70.0872
MAR08516	0	12.5407
MAR08517	0	1000
MAR04280	-2.73596	2.73596
MAR00153	0	32.2248
MAR03212	0	164.968
MAR03797	0	32.2248
MAR03800	0	31.7418
MAR04105	0	23.9671
MAR04106	0	23.9671
MAR04107	0	23.9671
MAR04282	0	142.495
MAR04331	-32.2248	32.2248
MAR04459	0	32.2248
MAR04460	0	32.2248
MAR04464	0	1000
MAR04497	0	261.934
MAR04741	0	33.2747
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-425.801	425.801
MAR00718	0	19.5173
MAR00719	0	0.259224
MAR01434	-163.571	163.571
MAR01436	0	13.557
MAR03163	0	164.968
MAR04461	-156.369	156.369
MAR04604	0	16.3469
MAR05351	-2.73596	2.73596
MAR07709	-70.7284	70.7284
MAR04052	0	13.249
MAR04304	0	2.10095
MAR04350	-14.7161	14.7161
MAR04351	-1.90157	1.90157
MAR04352	-1.90157	1.90157
MAR04354	-94.5622	94.5622
MAR04398	-39.9176	39.9176
MAR04404	-29.9149	29.9149
MAR04473	0	11.5765
MAR04474	0	11.5765
MAR04476	-16.8893	16.8893
MAR04477	-6.1031	6.1031
MAR04501	-29.9149	29.9149
MAR04565	-65.2851	65.2851
MAR04567	0	14.0681
MAR09799	-23.7608	23.7608
MAR09800	-266.752	266.752
MAR04623	0	82.9267
MAR04625	0	40.9672
MAR04710	-94.5622	94.5622
MAR04841	-2.16475	2.16475
MAR08074	0	14.7161
MAR08653	-82.9267	82.9267
MAR03998	0	52.9902
MAR04000	0	21.649
MAR04002	-145.209	145.209
MAR04004	-145.209	145.209
MAR04010	0	29.4302
MAR04081	0	29.4302
MAR04082	0	29.4302
MAR04012	0	256.167
MAR04014	0	13.1023
MAR04020	-31.8751	31.8751
MAR04022	0	21.649
MAR04038	-7.45797	7.45797
