rxn	LB	UB
MAR03905	0	970.899
MAR03907	0	238.69
MAR04097	0	18.1238
MAR04099	0	3.7469
MAR04108	0	18.1238
MAR04133	0	18.1238
MAR04281	-868.305	868.305
MAR04388	-868.305	868.305
MAR04283	0	4.05739
MAR08357	0	642.479
MAR04379	0	33.1522
MAR04301	0	33.1522
MAR04355	0	1490.58
MAR04358	0	104.372
MAR04363	-271.137	271.137
MAR04365	-73.1868	73.1868
MAR04368	-157.273	157.273
MAR04370	0	6.32357
MAR04371	0	73.1868
MAR04372	0	6.32357
MAR04373	-961.439	961.439
MAR04375	-1490.58	1490.58
MAR04377	0	665.156
MAR04381	-120.305	120.305
MAR04391	-355.853	355.853
MAR04394	0	40.1913
MAR04396	-66.4826	66.4826
MAR04521	0	97.9552
MAR06412	0	4.28426
MAR07745	-35.1449	35.1449
MAR07747	0	4.69158
MAR08360	0	523.297
MAR08652	0	97.9552
MAR08757	0	1557.15
MAR03989	0	30.0748
MAR04122	0	16.2581
MAR04837	0	11.3706
MAR05395	0	3.0317
MAR05396	0	20.4647
MAR09727	0	30.2162
MAR05397	0	27.3011
MAR05398	0	102.548
MAR05399	0	3.22805
MAR05400	0	3.22805
MAR05401	0	102.548
MAR08568	0	83.363
MAR08569	0	83.363
MAR08570	0	83.363
MAR08571	0	83.363
MAR08572	0	83.363
MAR08573	0	83.363
MAR08574	0	83.363
MAR08575	0	83.363
MAR08576	0	83.363
MAR08577	0	83.363
MAR08578	0	83.363
MAR08579	0	83.363
MAR08581	0	83.363
MAR08591	0	5.56828
MAR08592	0	30.0748
MAR08580	0	83.363
MAR08582	0	83.363
MAR08587	0	5.56828
MAR08589	0	30.0748
MAR08583	0	5.56828
MAR08584	0	0.01
MAR08585	0	0.346746
MAR03944	0	69.0413
MAR04128	-8.4897	8.4897
MAR04130	0	97.2722
MAR04131	-28.9137	28.9137
MAR04132	0	28.9137
MAR04303	0	30.0748
MAR04414	0	97.2722
MAR04415	0	0.014145
MAR04416	0	149.885
MAR04774	-33.1522	33.1522
MAR04775	-33.1522	33.1522
MAR04831	-1000	1000
MAR04832	-0.014145	0.014145
MAR07674	0	13.6306
MAR08761	0	401.363
MAR08762	-1490.58	1490.58
MAR08764	0	0.014145
MAR08766	-6.90693	6.90693
MAR08767	0	28.9137
MAR00454	0	1000
MAR04297	0	6.59063
MAR04310	0	401.363
MAR04315	-177.056	177.056
MAR04316	-6.90693	6.90693
MAR04317	0	25.9956
MAR04318	0	25.9956
MAR04319	0	2.50671
MAR04320	0	25.9956
MAR04356	0	1490.58
MAR04383	-5.35851	5.35851
MAR04385	0	18.622
MAR04386	0	11.7203
MAR04387	0	11.7203
MAR04399	0	0.649226
MAR04400	0	19.3533
MAR04401	0	1.88942
MAR04402	-2.33647	2.33647
MAR04403	0	1000
MAR04490	0	2.50671
MAR04706	0	6.59063
MAR08768	0	19.3533
MAR04590	0	127.113
MAR04591	0	124.628
MAR04592	-6.90693	6.90693
MAR04593	0	177.056
MAR04594	0	37.1485
MAR04595	-32.4047	32.4047
MAR08341	0	238.69
MAR08342	-1000	1000
MAR08344	-238.69	238.69
MAR08352	-5.92681	5.92681
MAR08353	-1000	1000
MAR08726	0	11.3366
MAR08727	0	17.4528
MAR08728	0	1000
MAR08729	0	2.29163
MAR06537	-238.69	238.69
MAR01568	0	4.05739
MAR03853	0	131.743
MAR03854	0	6.90693
MAR03855	0	6.90693
MAR03857	0	144.804
MAR03859	0	69.8239
MAR04087	0	1.62073
MAR04089	0	20.1346
MAR04091	0	1.62073
MAR04093	0	27.632
MAR04095	0	27.632
MAR04101	0	388.597
MAR04103	0	1.46704
MAR04143	0	219.872
MAR04193	0	104.372
MAR08497	0	238.69
MAR08498	0	1557.15
MAR08499	0	1557.15
MAR08500	0	238.69
MAR08501	0	327.305
MAR08502	-970.899	970.899
MAR08503	0	142.07
MAR08504	0	642.479
MAR08506	0	642.479
MAR08507	0	970.899
MAR08508	0	970.899
MAR08509	0	238.69
MAR08511	0	144.804
MAR08512	-69.8239	69.8239
MAR08514	0	69.8239
MAR08516	0	11.54
MAR08517	0	1000
MAR04280	-1.44234	1.44234
MAR00153	0	18.1238
MAR03212	0	174.484
MAR03797	0	18.1238
MAR03800	0	11.2519
MAR04105	0	19.622
MAR04106	0	19.622
MAR04107	0	19.622
MAR04282	0	81.2497
MAR04331	-18.1238	18.1238
MAR04459	0	18.1238
MAR04460	0	18.1238
MAR04464	0	1000
MAR04497	0	241.194
MAR04741	0	26.5865
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-247.828	247.828
MAR00718	0	7.38772
MAR00719	0	0.924368
MAR01434	-127.796	127.796
MAR01436	0	8.10207
MAR03163	0	174.484
MAR04461	-154.217	154.217
MAR04604	0	34.871
MAR05351	-1.44234	1.44234
MAR07709	-75.1207	75.1207
MAR04052	0	11.1762
MAR04304	0	3.49487
MAR04350	-11.3366	11.3366
MAR04351	-2.36823	2.36823
MAR04352	-2.36823	2.36823
MAR04354	-66.4826	66.4826
MAR04398	-36.4007	36.4007
MAR04404	-26.6785	26.6785
MAR04473	0	18.18
MAR04474	0	18.18
MAR04476	-15.1137	15.1137
MAR04477	-6.46683	6.46683
MAR04501	-26.6785	26.6785
MAR04565	-99.0579	99.0579
MAR04567	0	33.1522
MAR09799	-14.997	14.997
MAR09800	-401.363	401.363
MAR04623	0	118.282
MAR04625	0	47.4066
MAR04710	-66.4826	66.4826
MAR04841	-4.05739	4.05739
MAR08074	0	11.3366
MAR08653	-118.282	118.282
MAR03998	0	28.7507
MAR04000	0	11.9955
MAR04002	-79.0874	79.0874
MAR04004	-79.0874	79.0874
MAR04010	0	31.2168
MAR04081	0	31.2168
MAR04082	0	31.2168
MAR04012	0	263.107
MAR04014	0	8.96962
MAR04020	-32.271	32.271
MAR04022	0	11.9955
MAR04038	-5.51716	5.51716
MAR04040	0	19.8944
MAR04042	0	11.5131
MAR04046	0	3.30913
MAR04048	0	8.96962
MAR04080	0	5.30802
MAR04085	0	49.7314
MAR04086	0	49.7314
MAR04134	0	28.7507
MAR04135	-32.271	32.271
MAR04168	0	12.1436
MAR04171	0	104.372
MAR04290	0	28.7507
MAR04406	0	2.17576
MAR04412	-8.72114	8.72114
MAR04417	0	31.2168
MAR04418	0	25.8866
MAR04419	0	5.10273
MAR04421	0	104.372
MAR04449	0	31.2168
MAR04450	0	31.2168
MAR04451	0	1000
MAR04452	0	25.8866
MAR04453	0	3.30913
MAR04480	-218.938	218.938
MAR04481	0	1.19137
MAR04482	0	1.19137
MAR04486	0	2.50671
MAR04487	0	2.50671
MAR04488	0	2.50671
MAR04489	0	2.50671
MAR04492	0	2.50671
MAR04493	0	2.50671
MAR04495	0	2.50671
MAR04496	0	2.50671
MAR04518	0	3.89099
MAR04519	0	11.4904
MAR04520	0	11.4904
MAR04573	0	104.372
MAR04574	-57.9165	57.9165
MAR04600	0	8.56172
MAR04602	0	31.2168
MAR04603	-57.9165	57.9165
MAR04611	0	0.753944
MAR04612	0	0.753944
MAR04614	0	0.753944
MAR04615	0	0.753944
MAR04617	0	0.753944
MAR04618	0	0.753944
MAR04619	0	0.753944
MAR04621	0	0.753944
MAR04632	0	31.2168
MAR04646	0	11.4904
MAR04648	0	11.4904
MAR04649	0	11.4904
MAR04650	0	11.4904
MAR04651	-57.9165	57.9165
MAR04663	-57.9165	57.9165
MAR04664	0	25.8866
MAR04694	0	1.19137
MAR04695	-57.9165	57.9165
MAR04705	0	31.2168
MAR04709	-57.9165	57.9165
MAR04799	0	6.11505
MAR04802	0	6.11505
MAR04804	-71.9321	71.9321
MAR04808	0	2.22334
MAR04810	0	71.9321
MAR04812	-8.72114	8.72114
MAR04814	-5.51716	5.51716
MAR05301	0	40.9698
MAR05353	-32.271	32.271
MAR06601	0	0.01
MAR06602	-178.134	178.134
MAR06603	-178.134	178.134
MAR06605	-1000	1000
MAR06606	-1000	1000
MAR06607	-1000	1000
MAR06609	-1000	1000
MAR06610	0	1000
MAR06611	-1000	1000
MAR07144	0	25.0994
MAR08755	0	11.4904
MAR09797	0	1000
MAR04016	-270.352	270.352
MAR04018	-270.352	270.352
MAR04044	-270.352	270.352
MAR04291	-270.352	270.352
MAR04420	0	270.352
MAR04570	-270.352	270.352
MAR04572	0	270.352
MAR04006	-270.352	270.352
MAR04028	-270.352	270.352
MAR04030	-270.352	270.352
MAR04670	-270.352	270.352
MAR04673	-270.352	270.352
MAR04675	0	270.352
MAR06614	-270.352	270.352
MAR06615	-270.352	270.352
MAR06616	-270.352	270.352
MAR04635	-270.352	270.352
MAR03793	-34.6785	34.6785
MAR03931	0	28.7826
MAR03969	0	40.9698
MAR03970	0	31.2168
MAR04008	-21.265	21.265
MAR04032	0	1.89812
MAR04034	0	1.06465
MAR04036	0	7.33033
MAR04050	-1.06465	1.06465
MAR04056	0	31.2168
MAR04059	0	28.7507
MAR04060	0	28.7507
MAR04127	0	16.9876
MAR04177	0	31.2168
MAR04179	0	31.2168
MAR04182	0	25.9956
MAR04183	0	28.7507
MAR04192	0	28.7507
MAR04194	0	1.89812
MAR04210	0	104.372
MAR04211	0	12.1436
MAR04343	0	0.474735
MAR04345	-56.3566	56.3566
MAR04346	0	104.569
MAR04470	0	56.3566
MAR04471	0	56.3566
MAR04472	0	56.3566
MAR04484	0	31.2168
MAR04485	-126.862	126.862
MAR04510	0	31.2168
MAR04512	-21.265	21.265
MAR04513	0	1.50541
MAR04514	0	12.3536
MAR04577	0	7.33033
MAR04579	-12.9654	12.9654
MAR04580	0	12.3536
MAR04608	-1.06465	1.06465
MAR04575	-4.59952	4.59952
MAR04637	-9.49321	9.49321
MAR04642	0	31.2168
MAR04643	0	12.1436
MAR04644	-1.05131	1.05131
MAR04672	0	1000
MAR04676	0	40.9698
MAR04736	0	104.569
MAR04819	0	65.0864
MAR05299	0	40.9698
MAR05352	0	40.9698
MAR05415	0	0.753944
MAR05416	0	0.753944
MAR05417	0	28.7826
MAR06612	-9.49321	9.49321
MAR06613	-9.49321	9.49321
MAR06621	-0.753944	0.753944
MAR06622	0	0.753944
MAR06623	0	12.0534
MAR06624	0	6.85286
MAR06627	-104.372	104.372
MAR07744	-4.0333	4.0333
MAR08072	0	1000
MAR08637	0	1000
MAR03965	0	4.098
MAR03966	0	12.1436
MAR03967	-21.265	21.265
MAR03968	-9.49321	9.49321
MAR03999	0	28.7507
MAR04024	-21.265	21.265
MAR04026	-2.33873	2.33873
MAR04054	0	12.0534
MAR04061	0	28.7507
MAR04083	0	263.107
MAR04136	0	2549.54
MAR04180	0	40.9698
MAR04185	0	13.6658
MAR04186	0	13.6658
MAR04342	0	28.7507
MAR04344	-1000	1000
MAR04483	0	6.85286
MAR04507	0	0.0949681
MAR04516	0	34.1587
MAR04601	0	8.56172
MAR04633	0	1.19137
MAR04640	0	9.49321
MAR04641	0	12.0534
MAR04680	-12.9654	12.9654
MAR04806	0	6.11505
MAR05394	0	1000
MAR06625	0	6.85286
MAR06626	0	31.2168
MAR07160	0	9.37927
MAR07161	0	0.981404
MAR07162	0	0.981404
MAR07163	0	7.63121
MAR07164	0	7.63121
MAR07713	0	31.2168
MAR07716	0	31.2168
MAR07717	0	31.2168
MAR07721	0	31.2168
MAR07725	0	31.2168
MAR07728	0	31.2168
MAR07800	-0.0397566	0.0397566
MAR07801	-77.2495	77.2495
MAR07802	-0.0397566	0.0397566
MAR07863	-21.265	21.265
MAR07864	-21.265	21.265
MAR07865	-21.265	21.265
MAR07866	-21.265	21.265
MAR07867	-21.265	21.265
MAR07868	-21.265	21.265
MAR07869	-21.265	21.265
MAR07870	-21.265	21.265
MAR07871	-21.265	21.265
MAR07872	-21.265	21.265
MAR07873	-21.265	21.265
MAR07874	-21.265	21.265
MAR07875	-2.33873	2.33873
MAR07876	-21.265	21.265
MAR07878	-270.352	270.352
MAR07879	0	12.1436
MAR07880	0	31.2168
MAR07881	-270.352	270.352
MAR07882	-270.352	270.352
MAR07883	-270.352	270.352
MAR07884	-270.352	270.352
MAR07885	-270.352	270.352
MAR07886	-270.352	270.352
MAR07887	-270.352	270.352
MAR07888	-270.352	270.352
MAR07889	-270.352	270.352
MAR07890	-270.352	270.352
MAR07891	-270.352	270.352
MAR07892	-270.352	270.352
MAR07893	-270.352	270.352
MAR07894	-270.352	270.352
MAR07895	-270.352	270.352
MAR08083	0	8.96962
MAR08085	0	8.96962
MAR08087	0	8.96962
MAR08443	0	25.0994
MAR08444	0	25.0994
MAR08445	0	40.9698
MAR08446	0	0.01
MAR08448	-21.265	21.265
MAR08449	-21.265	21.265
MAR08450	-21.265	21.265
MAR08451	-21.265	21.265
MAR08452	-21.265	21.265
MAR08453	-21.265	21.265
MAR08454	-21.265	21.265
MAR08455	-21.265	21.265
