rxn	LB	UB
MAR03905	0	939.632
MAR03907	0	208.067
MAR04097	0	24.2248
MAR04099	0	9.30746
MAR04108	0	24.2248
MAR04133	0	24.2248
MAR04281	-672.892	672.892
MAR04388	-672.892	672.892
MAR04283	0	1.52578
MAR08357	0	1102.66
MAR04379	0	16.0384
MAR04301	0	16.0384
MAR04355	0	1846.6
MAR04358	0	44.2421
MAR04363	-240.261	240.261
MAR04365	-73.3165	73.3165
MAR04368	-148.707	148.707
MAR04370	0	8.01109
MAR04371	0	73.3165
MAR04372	0	8.01109
MAR04373	-604.976	604.976
MAR04375	-1846.6	1846.6
MAR04377	0	736.507
MAR04381	-93.7036	93.7036
MAR04391	-351.885	351.885
MAR04394	0	24.506
MAR04396	-101.771	101.771
MAR04521	0	252.132
MAR06412	0	6.38337
MAR07745	-45.6348	45.6348
MAR07747	0	2.54838
MAR08360	0	964.51
MAR08652	0	252.132
MAR08757	0	2495.04
MAR03989	0	43.9211
MAR04122	0	25.2609
MAR04837	0	11.4295
MAR05395	0	2.699
MAR05396	0	24.6685
MAR09727	0	53.0442
MAR05397	0	14.8168
MAR05398	0	94.6825
MAR05399	0	6.21543
MAR05400	0	6.21543
MAR05401	0	94.6825
MAR08568	0	85.54
MAR08569	0	85.54
MAR08570	0	85.54
MAR08571	0	85.54
MAR08572	0	85.54
MAR08573	0	85.54
MAR08574	0	85.54
MAR08575	0	85.54
MAR08576	0	85.54
MAR08577	0	85.54
MAR08578	0	85.54
MAR08579	0	85.54
MAR08581	0	85.54
MAR08591	0	10.1437
MAR08592	0	43.9211
MAR08580	0	85.54
MAR08582	0	85.54
MAR08587	0	10.1437
MAR08589	0	43.9211
MAR08583	0	10.1437
MAR08584	0	0.01
MAR08585	0	0.542406
MAR03944	0	60.8911
MAR04128	-5.60412	5.60412
MAR04130	0	75.1399
MAR04131	-36.1768	36.1768
MAR04132	0	36.1768
MAR04303	0	43.9211
MAR04414	0	75.1399
MAR04415	0	0.01
MAR04416	0	142.81
MAR04774	-16.0384	16.0384
MAR04775	-16.0384	16.0384
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	8.63616
MAR08761	0	304.471
MAR08762	-1846.6	1846.6
MAR08764	0	0.01
MAR08766	-5.26765	5.26765
MAR08767	0	36.1768
MAR00454	0	1000
MAR04297	0	6.17245
MAR04310	0	304.471
MAR04315	-249.168	249.168
MAR04316	-5.26765	5.26765
MAR04317	0	22.3307
MAR04318	0	22.3307
MAR04319	0	1.04311
MAR04320	0	22.3307
MAR04356	0	1846.6
MAR04383	-4.34228	4.34228
MAR04385	0	21.7592
MAR04386	0	11.8623
MAR04387	0	7.11244
MAR04399	0	0.339499
MAR04400	0	23.5744
MAR04401	0	1.13966
MAR04402	-3.5799	3.5799
MAR04403	0	1000
MAR04490	0	1.04311
MAR04706	0	6.17245
MAR08768	0	23.5744
MAR04590	0	199.167
MAR04591	0	165.377
MAR04592	-5.26765	5.26765
MAR04593	0	249.168
MAR04594	0	43.5214
MAR04595	-34.9996	34.9996
MAR08341	0	208.067
MAR08342	-1000	1000
MAR08344	-208.067	208.067
MAR08352	-12.5863	12.5863
MAR08353	-1000	1000
MAR08726	0	15.1116
MAR08727	0	15.5628
MAR08728	0	1000
MAR08729	0	2.47902
MAR06537	-208.067	208.067
MAR01568	0	1.52578
MAR03853	0	188.744
MAR03854	0	5.26765
MAR03855	0	5.26765
MAR03857	0	183.734
MAR03859	0	56.1617
MAR04087	0	1.16574
MAR04089	0	33.2403
MAR04091	0	1.16574
MAR04093	0	55.6887
MAR04095	0	55.6887
MAR04101	0	906.963
MAR04103	0	0.589497
MAR04143	0	156.147
MAR04193	0	44.2421
MAR08497	0	208.067
MAR08498	0	2495.04
MAR08499	0	2495.04
MAR08500	0	208.067
MAR08501	0	217.851
MAR08502	-939.632	939.632
MAR08503	0	199.766
MAR08504	0	1102.66
MAR08506	0	1102.66
MAR08507	0	939.632
MAR08508	0	939.632
MAR08509	0	208.067
MAR08511	0	183.734
MAR08512	-56.1617	56.1617
MAR08514	0	56.1617
MAR08516	0	13.2728
MAR08517	0	1000
MAR04280	-2.63398	2.63398
MAR00153	0	24.2248
MAR03212	0	260.875
MAR03797	0	24.2248
MAR03800	0	25.9229
MAR04105	0	32.9435
MAR04106	0	32.9435
MAR04107	0	32.9435
MAR04282	0	127.453
MAR04331	-24.2248	24.2248
MAR04459	0	24.2248
MAR04460	0	24.2248
MAR04464	0	1000
MAR04497	0	210.545
MAR04741	0	33.7109
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-195.626	195.626
MAR00718	0	13.8922
MAR00719	0	0.7556
MAR01434	-157.436	157.436
MAR01436	0	1.76738
MAR03163	0	260.875
MAR04461	-118.425	118.425
MAR04604	0	41.3571
MAR05351	-2.63398	2.63398
MAR07709	-68.1244	68.1244
MAR04052	0	13.397
MAR04304	0	2.37411
MAR04350	-15.1116	15.1116
MAR04351	-2.34668	2.34668
MAR04352	-2.34668	2.34668
MAR04354	-101.771	101.771
MAR04398	-32.1842	32.1842
MAR04404	-34.6033	34.6033
MAR04473	0	9.41879
MAR04474	0	9.41879
MAR04476	-14.4167	14.4167
MAR04477	-4.55317	4.55317
MAR04501	-34.6033	34.6033
MAR04565	-67.77	67.77
MAR04567	0	16.0384
MAR09799	-17.4342	17.4342
MAR09800	-304.471	304.471
MAR04623	0	106.074
MAR04625	0	44.8318
MAR04710	-101.771	101.771
MAR04841	-1.52578	1.52578
MAR08074	0	15.1116
MAR08653	-106.074	106.074
MAR03998	0	50.9694
MAR04000	0	28.8688
MAR04002	-100.286	100.286
MAR04004	-100.286	100.286
MAR04010	0	30.0803
MAR04081	0	30.0803
MAR04082	0	30.0803
MAR04012	0	253.54
MAR04014	0	16.499
MAR04020	-28.0265	28.0265
