rxn	LB	UB
MAR03905	0	756.506
MAR03907	0	213.665
MAR04097	0	38.4148
MAR04099	0	5.26029
MAR04108	0	38.4148
MAR04133	0	38.4148
MAR04281	-877.538	877.538
MAR04388	-877.538	877.538
MAR04283	0	2.24343
MAR08357	0	1078.59
MAR04379	0	14.1349
MAR04301	0	14.1349
MAR04355	0	1896.86
MAR04358	0	37.6566
MAR04363	-264.359	264.359
MAR04365	-47.3393	47.3393
MAR04368	-127.782	127.782
MAR04370	0	5.06955
MAR04371	0	47.3393
MAR04372	0	5.06955
MAR04373	-681.336	681.336
MAR04375	-1896.86	1896.86
MAR04377	0	904.22
MAR04381	-108.343	108.343
MAR04391	-321.248	321.248
MAR04394	0	7.23343
MAR04396	-113.748	113.748
MAR04521	0	89.6741
MAR06412	0	4.80849
MAR07745	-32.4435	32.4435
MAR07747	0	4.71707
MAR08360	0	825.982
MAR08652	0	89.6741
MAR08757	0	3729.54
MAR03989	0	56.5538
MAR04122	0	36.7873
MAR04837	0	9.66195
MAR05395	0	1.97382
MAR05396	0	46.3766
MAR09727	0	46.3766
MAR05397	0	15.0982
MAR05398	0	69.7821
MAR05399	0	7.48391
MAR05400	0	7.48391
MAR05401	0	69.7821
MAR08568	0	107.32
MAR08569	0	107.32
MAR08570	0	107.32
MAR08571	0	107.32
MAR08572	0	107.32
MAR08573	0	107.32
MAR08574	0	107.32
MAR08575	0	107.32
MAR08576	0	107.32
MAR08577	0	107.32
MAR08578	0	107.32
MAR08579	0	107.32
MAR08581	0	107.32
MAR08591	0	12.7339
MAR08592	0	56.5538
MAR08580	0	107.32
MAR08582	0	107.32
MAR08587	0	12.7339
MAR08589	0	56.5538
MAR08583	0	12.7339
MAR08584	0	0.01
MAR08585	0	0.19167
MAR03944	0	62.2886
MAR04128	-4.58547	4.58547
MAR04130	0	77.332
MAR04131	-42.2997	42.2997
MAR04132	0	42.2997
MAR04303	0	56.5538
MAR04414	0	77.332
MAR04415	0	0.01
MAR04416	0	159.437
MAR04774	-14.1349	14.1349
MAR04775	-14.1349	14.1349
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	10.9532
MAR08761	0	215.913
MAR08762	-1896.86	1896.86
MAR08764	0	0.01
MAR08766	-5.59999	5.59999
MAR08767	0	42.2997
MAR00454	0	1000
MAR04297	0	4.65758
MAR04310	0	215.913
MAR04315	-475.745	475.745
MAR04316	-5.59999	5.59999
MAR04317	0	24.1793
MAR04318	0	24.1793
MAR04319	0	2.26616
MAR04320	0	24.1793
MAR04356	0	1896.86
MAR04383	-4.54428	4.54428
MAR04385	0	25.9888
MAR04386	0	13.402
MAR04387	0	6.60293
MAR04399	0	0.959318
MAR04400	0	17.2698
MAR04401	0	1.10397
MAR04402	-3.62412	3.62412
MAR04403	0	1000
MAR04490	0	2.26616
MAR04706	0	4.65758
MAR08768	0	17.2698
MAR04590	0	191.491
MAR04591	0	131.967
MAR04592	-5.59999	5.59999
MAR04593	0	475.745
MAR04594	0	53.6158
MAR04595	-39.222	39.222
MAR08341	0	213.665
MAR08342	-1000	1000
MAR08344	-213.665	213.665
MAR08352	-15.1451	15.1451
MAR08353	-1000	1000
MAR08726	0	7.76264
MAR08727	0	17.8105
MAR08728	0	1000
MAR08729	0	1.19018
MAR06537	-213.665	213.665
MAR01568	0	2.24343
MAR03853	0	126.795
MAR03854	0	5.59999
MAR03855	0	5.59999
MAR03857	0	133.658
MAR03859	0	59.7723
MAR04087	0	1.84483
MAR04089	0	23.9448
MAR04091	0	1.84483
MAR04093	0	51.7176
MAR04095	0	51.7176
MAR04101	0	1057.74
MAR04103	0	1.80715
MAR04143	0	232.287
MAR04193	0	37.6566
MAR08497	0	213.665
MAR08498	0	3729.54
MAR08499	0	3729.54
MAR08500	0	213.665
MAR08501	0	184.71
MAR08502	-756.506	756.506
MAR08503	0	172.922
MAR08504	0	1078.59
MAR08506	0	1078.59
MAR08507	0	756.506
MAR08508	0	756.506
MAR08509	0	213.665
MAR08511	0	133.658
MAR08512	-59.7723	59.7723
MAR08514	0	59.7723
MAR08516	0	12.1376
MAR08517	0	1000
MAR04280	-4.96136	4.96136
MAR00153	0	38.4148
MAR03212	0	249.728
MAR03797	0	38.4148
MAR03800	0	22.935
MAR04105	0	58.3971
MAR04106	0	58.3971
MAR04107	0	58.3971
MAR04282	0	134.656
