rxn	LB	UB
MAR03905	0	721.094
MAR03907	0	230.869
MAR04097	0	35.0195
MAR04099	0	2.53272
MAR04108	0	35.0195
MAR04133	0	35.0195
MAR04281	-589.209	589.209
MAR04388	-589.209	589.209
MAR04283	0	2.8445
MAR08357	0	788.751
MAR04379	0	18.228
MAR04301	0	18.228
MAR04355	0	1582.62
MAR04358	0	107.24
MAR04363	-164.669	164.669
MAR04365	-58.4532	58.4532
MAR04368	-113.194	113.194
MAR04370	0	5.63384
MAR04371	0	58.4532
MAR04372	0	5.63384
MAR04373	-844.066	844.066
MAR04375	-1582.62	1582.62
MAR04377	0	621.121
MAR04381	-102.421	102.421
MAR04391	-278.385	278.385
MAR04394	0	48.272
MAR04396	-88.3827	88.3827
MAR04521	0	71.4823
MAR06412	0	3.54366
MAR07745	-37.4008	37.4008
MAR07747	0	5.02048
MAR08360	0	634.722
MAR08652	0	71.4823
MAR08757	0	2243.23
MAR03989	0	27.3179
MAR04122	0	41.753
MAR04837	0	13.2895
MAR05395	0	3.68677
MAR05396	0	29.8314
MAR09727	0	29.8314
MAR05397	0	24.0342
MAR05398	0	100.739
MAR05399	0	4.96229
MAR05400	0	4.96229
MAR05401	0	100.739
MAR08568	0	166.325
MAR08569	0	166.325
MAR08570	0	166.325
MAR08571	0	166.325
MAR08572	0	166.325
MAR08573	0	166.325
MAR08574	0	166.325
MAR08575	0	166.325
MAR08576	0	166.325
MAR08577	0	166.325
MAR08578	0	166.325
MAR08579	0	166.325
MAR08581	0	166.325
MAR08591	0	8.8126
MAR08592	0	27.3179
MAR08580	0	166.325
MAR08582	0	166.325
MAR08587	0	8.8126
MAR08589	0	27.3179
MAR08583	0	8.8126
MAR08584	0	0.01
MAR08585	0	0.350981
MAR03944	0	75.8093
MAR04128	-4.34277	4.34277
MAR04130	0	52.3628
MAR04131	-30.3558	30.3558
MAR04132	0	30.3558
MAR04303	0	27.3179
MAR04414	0	52.3628
MAR04415	0	0.00607821
MAR04416	0	141.249
MAR04774	-18.228	18.228
MAR04775	-18.228	18.228
MAR04831	-1000	1000
MAR04832	-0.00607821	0.00607821
MAR07674	0	10.619
MAR08761	0	347.862
MAR08762	-1582.62	1582.62
MAR08764	0	0.00607821
MAR08766	-4.86877	4.86877
MAR08767	0	30.3558
MAR00454	0	1000
MAR04297	0	4.29207
MAR04310	0	347.862
MAR04315	-505.377	505.377
MAR04316	-4.86877	4.86877
MAR04317	0	29.8086
MAR04318	0	29.8086
MAR04319	0	2.42047
MAR04320	0	29.8086
MAR04356	0	1582.62
MAR04383	-5.37091	5.37091
MAR04385	0	23.3979
MAR04386	0	15.8023
MAR04387	0	10.9487
MAR04399	0	0.569829
MAR04400	0	19.5491
MAR04401	0	2.22186
MAR04402	-3.60121	3.60121
MAR04403	0	1000
MAR04490	0	2.42047
MAR04706	0	4.29207
MAR08768	0	19.5491
MAR04590	0	155.178
MAR04591	0	126.322
MAR04592	-4.86877	4.86877
MAR04593	0	505.377
MAR04594	0	44.6927
MAR04595	-36.533	36.533
MAR08341	0	230.869
MAR08342	-1000	1000
MAR08344	-230.869	230.869
