rxn	LB	UB
MAR03905	0	996.18
MAR03907	0	178.244
MAR04097	0	21.7555
MAR04099	0	3.23816
MAR04108	0	21.7555
MAR04133	0	21.7555
MAR04281	-1139.25	1139.25
MAR04388	-1139.25	1139.25
MAR04283	0	1.72883
MAR08357	0	1076.38
MAR04379	0	15.9662
MAR04301	0	15.9662
MAR04355	0	1473.19
MAR04358	0	55.1488
MAR04363	-204.022	204.022
MAR04365	-47.3355	47.3355
MAR04368	-99.4161	99.4161
MAR04370	0	3.24298
MAR04371	0	47.3355
MAR04372	0	3.24298
MAR04373	-702.108	702.108
MAR04375	-1473.19	1473.19
MAR04377	0	744.32
MAR04381	-73.177	73.177
MAR04391	-267.114	267.114
MAR04394	0	17.3384
MAR04396	-93.9765	93.9765
MAR04521	0	60.0934
MAR06412	0	4.88406
MAR07745	-30.4542	30.4542
MAR07747	0	3.9375
MAR08360	0	744.939
MAR08652	0	60.0934
MAR08757	0	3456.95
MAR03989	0	36.9815
MAR04122	0	21.9172
MAR04837	0	11.9589
MAR05395	0	2.02193
MAR05396	0	27.5858
MAR09727	0	27.5858
MAR05397	0	15.4962
MAR05398	0	73.8703
MAR05399	0	5.59242
MAR05400	0	5.59242
MAR05401	0	73.8703
MAR08568	0	46.2071
MAR08569	0	46.2071
MAR08570	0	46.2071
MAR08571	0	46.2071
MAR08572	0	46.2071
MAR08573	0	46.2071
MAR08574	0	46.2071
MAR08575	0	46.2071
MAR08576	0	46.2071
MAR08577	0	46.2071
MAR08578	0	46.2071
MAR08579	0	46.2071
MAR08581	0	46.2071
MAR08591	0	12.5781
MAR08592	0	36.9815
MAR08580	0	46.2071
MAR08582	0	46.2071
MAR08587	0	12.5781
MAR08589	0	36.9815
MAR08583	0	12.5781
MAR08584	0	0.01
MAR08585	0	0.12597
MAR03944	0	38.4518
MAR04128	-5.74183	5.74183
MAR04130	0	51.2727
MAR04131	-33.5027	33.5027
MAR04132	0	33.5027
MAR04303	0	36.9815
MAR04414	0	51.2727
MAR04415	0	0.01
MAR04416	0	162.686
MAR04774	-15.9662	15.9662
MAR04775	-15.9662	15.9662
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	11.8639
MAR08761	0	227.767
MAR08762	-1473.19	1473.19
MAR08764	0	0.01
MAR08766	-4.96387	4.96387
MAR08767	0	33.5027
MAR00454	0	1000
MAR04297	0	4.3696
MAR04310	0	227.767
MAR04315	-355.742	355.742
MAR04316	-4.96387	4.96387
MAR04317	0	25.5585
MAR04318	0	25.5585
MAR04319	0	1.61078
MAR04320	0	25.5585
MAR04356	0	1473.19
MAR04383	-5.23392	5.23392
MAR04385	0	22.2048
MAR04386	0	14.7499
MAR04387	0	11.0065
MAR04399	0	1.68214
MAR04400	0	21.3217
MAR04401	0	2.07302
MAR04402	-3.90686	3.90686
MAR04403	0	1000
MAR04490	0	1.61078
MAR04706	0	4.3696
MAR08768	0	21.3217
MAR04590	0	127.888
MAR04591	0	99.6717
MAR04592	-4.96387	4.96387
MAR04593	0	355.742
MAR04594	0	38.3988
MAR04595	-43.0186	43.0186
MAR08341	0	178.244
MAR08342	-1000	1000
MAR08344	-178.244	178.244
MAR08352	-5.74563	5.74563
MAR08353	-1000	1000
MAR08726	0	13.2192
MAR08727	0	17.9024
MAR08728	0	1000
MAR08729	0	1.22768
MAR06537	-178.244	178.244
MAR01568	0	1.72883
MAR03853	0	159.535
MAR03854	0	4.96387
MAR03855	0	4.96387
MAR03857	0	165.17
MAR03859	0	84.3236
MAR04087	0	1.32024
MAR04089	0	25.0533
MAR04091	0	1.32024
MAR04093	0	33.2525
MAR04095	0	33.2525
MAR04101	0	988.606
MAR04103	0	0.834033
MAR04143	0	224.387
MAR04193	0	55.1488
MAR08497	0	178.244
MAR08498	0	3456.95
MAR08499	0	3456.95
MAR08500	0	178.244
MAR08501	0	278.509
MAR08502	-996.18	996.18
MAR08503	0	151.874
MAR08504	0	1076.38
MAR08506	0	1076.38
MAR08507	0	996.18
MAR08508	0	996.18
MAR08509	0	178.244
MAR08511	0	165.17
MAR08512	-84.3236	84.3236
MAR08514	0	84.3236
MAR08516	0	9.77537
MAR08517	0	1000
MAR04280	-0.621261	0.621261
MAR00153	0	21.7555
MAR03212	0	158.763
MAR03797	0	21.7555
MAR03800	0	12.7637
MAR04105	0	66.2248
MAR04106	0	66.2248
MAR04107	0	66.2248
MAR04282	0	80.3958
MAR04331	-21.7555	21.7555
MAR04459	0	21.7555
MAR04460	0	21.7555
MAR04464	0	1000
MAR04497	0	303.383
MAR04741	0	20.5406
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-275.618	275.618
MAR00718	0	7.52371
MAR00719	0	0.641483
MAR01434	-112.55	112.55
MAR01436	0	7.63059
MAR03163	0	158.763
MAR04461	-177.322	177.322
MAR04604	0	67.6847
MAR05351	-0.621261	0.621261
MAR07709	-124.402	124.402
MAR04052	0	12.3691
MAR04304	0	1.22155
MAR04350	-13.2192	13.2192
MAR04351	-2.65751	2.65751
MAR04352	-2.65751	2.65751
MAR04354	-93.9765	93.9765
MAR04398	-31.1816	31.1816
MAR04404	-30.3888	30.3888
MAR04473	0	12.9654
MAR04474	0	12.9654
MAR04476	-15.5156	15.5156
MAR04477	-7.19397	7.19397
MAR04501	-30.3888	30.3888
MAR04565	-88.3172	88.3172
MAR04567	0	15.9662
MAR09799	-12.9848	12.9848
MAR09800	-227.767	227.767
MAR04623	0	123.848
MAR04625	0	47.814
MAR04710	-93.9765	93.9765
MAR04841	-1.72883	1.72883
MAR08074	0	13.2192
MAR08653	-123.848	123.848
MAR03998	0	45.4075
MAR04000	0	23.8398
MAR04002	-102.926	102.926
MAR04004	-102.926	102.926
MAR04010	0	23.9232
MAR04081	0	23.9232
MAR04082	0	23.9232
MAR04012	0	230.483
MAR04014	0	9.49866
MAR04020	-27.7342	27.7342
MAR04022	0	23.8398
MAR04038	-9.11343	9.11343
MAR04040	0	21.8063
MAR04042	0	18.5031
MAR04046	0	3.34754
MAR04048	0	9.49866
MAR04080	0	10.6997
MAR04085	0	33.6824
MAR04086	0	33.6824
MAR04134	0	45.4075
MAR04135	-27.7342	27.7342
MAR04168	0	11.9499
MAR04171	0	55.1488
MAR04290	0	45.4075
MAR04406	0	3.96833
MAR04412	-5.84774	5.84774
MAR04417	0	23.9232
MAR04418	0	18.8554
MAR04419	0	6.29942
MAR04421	0	55.1488
MAR04449	0	23.9232
MAR04450	0	23.9232
MAR04451	0	1000
MAR04452	0	18.8554
MAR04453	0	3.34754
MAR04480	-262.056	262.056
MAR04481	0	0.480429
MAR04482	0	0.480429
MAR04486	0	1.61078
MAR04487	0	1.61078
MAR04488	0	1.61078
MAR04489	0	1.61078
MAR04492	0	1.61078
MAR04493	0	1.61078
MAR04495	0	1.61078
MAR04496	0	1.61078
MAR04518	0	3.34477
MAR04519	0	27.1144
MAR04520	0	27.1144
MAR04573	0	55.1488
