rxn	LB	UB
MAR03905	0	1258.39
MAR03907	0	219.431
MAR04097	0	29.8884
MAR04099	0	3.30072
MAR04108	0	29.8884
MAR04133	0	29.8884
MAR04281	-628.564	628.564
MAR04388	-628.564	628.564
MAR04283	0	1.87987
MAR08357	0	1264.85
MAR04379	0	24.7811
MAR04301	0	24.7811
MAR04355	0	1424.76
MAR04358	0	97.2863
MAR04363	-229.577	229.577
MAR04365	-63.68	63.68
MAR04368	-125.931	125.931
MAR04370	0	5.31715
MAR04371	0	63.68
MAR04372	0	5.31715
MAR04373	-759.261	759.261
MAR04375	-1424.76	1424.76
MAR04377	0	445.15
MAR04381	-80.7714	80.7714
MAR04391	-269.375	269.375
MAR04394	0	103.193
MAR04396	-93.6572	93.6572
MAR04521	0	202.962
MAR06412	0	4.29719
MAR07745	-41.8009	41.8009
MAR07747	0	4.38779
MAR08360	0	1164.64
MAR08652	0	202.962
MAR08757	0	2724.95
MAR03989	0	38.5467
MAR04122	0	22.5217
MAR04837	0	17.2506
MAR05395	0	2.02748
MAR05396	0	32.0821
MAR09727	0	60.571
MAR05397	0	19.9186
MAR05398	0	123.084
MAR05399	0	5.67814
MAR05400	0	5.67814
MAR05401	0	123.084
MAR08568	0	83.5493
MAR08569	0	83.5493
MAR08570	0	83.5493
MAR08571	0	83.5493
MAR08572	0	83.5493
MAR08573	0	83.5493
MAR08574	0	83.5493
MAR08575	0	83.5493
MAR08576	0	83.5493
MAR08577	0	83.5493
MAR08578	0	83.5493
MAR08579	0	83.5493
MAR08581	0	83.5493
MAR08591	0	11.3737
MAR08592	0	38.5467
MAR08580	0	83.5493
MAR08582	0	83.5493
MAR08587	0	11.3737
MAR08589	0	38.5467
MAR08583	0	11.3737
MAR08584	0	0.01
MAR08585	0	0.501546
MAR03944	0	81.1829
MAR04128	-11.5448	11.5448
MAR04130	0	58.3892
MAR04131	-48.2096	48.2096
MAR04132	0	48.2096
MAR04303	0	38.5467
MAR04414	0	58.3892
MAR04415	0	0.01
MAR04416	0	127.882
MAR04774	-24.7811	24.7811
MAR04775	-24.7811	24.7811
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	8.92969
MAR08761	0	336.237
MAR08762	-1424.76	1424.76
MAR08764	0	0.01
MAR08766	-4.42188	4.42188
MAR08767	0	48.2096
MAR00454	0	1000
MAR04297	0	6.60845
MAR04310	0	336.237
MAR04315	-272.285	272.285
MAR04316	-4.42188	4.42188
MAR04317	0	28.3158
MAR04318	0	28.3158
MAR04319	0	2.16861
MAR04320	0	28.3158
MAR04356	0	1424.76
MAR04383	-6.45433	6.45433
MAR04385	0	24.8708
MAR04386	0	17.4828
MAR04387	0	13.1262
MAR04399	0	2.24748
MAR04400	0	17.519
MAR04401	0	2.6714
MAR04402	-4.96793	4.96793
MAR04403	0	1000
MAR04490	0	2.16861
MAR04706	0	6.60845
MAR08768	0	17.519
MAR04590	0	155.322
MAR04591	0	150.513
MAR04592	-4.42188	4.42188
MAR04593	0	272.285
MAR04594	0	39.9979
MAR04595	-53.4174	53.4174
MAR08341	0	219.431
MAR08342	-1000	1000
MAR08344	-219.431	219.431
MAR08352	-11.6652	11.6652
MAR08353	-1000	1000
MAR08726	0	9.89581
MAR08727	0	15.4424
MAR08728	0	1000
MAR08729	0	2.03458
MAR06537	-219.431	219.431
MAR01568	0	1.87987
MAR03853	0	212.588
MAR03854	0	4.42188
MAR03855	0	4.42188
MAR03857	0	208.175
MAR03859	0	61.2152
MAR04087	0	1.7021
MAR04089	0	27.713
MAR04091	0	1.7021
MAR04093	0	31.5805
MAR04095	0	31.5805
MAR04101	0	536.983
MAR04103	0	1.07438
MAR04143	0	182.433
MAR04193	0	97.2863
MAR08497	0	219.431
MAR08498	0	2724.95
MAR08499	0	2724.95
MAR08500	0	219.431
MAR08501	0	364.402
MAR08502	-1258.39	1258.39
MAR08503	0	217.89
MAR08504	0	1264.85
MAR08506	0	1264.85
MAR08507	0	1258.39
MAR08508	0	1258.39
MAR08509	0	219.431
MAR08511	0	208.175
MAR08512	-61.2152	61.2152
MAR08514	0	61.2152
MAR08516	0	9.28559
MAR08517	0	1000
MAR04280	-2.40229	2.40229
MAR00153	0	29.8884
MAR03212	0	184.479
MAR03797	0	29.8884
MAR03800	0	23.0172
MAR04105	0	59.3027
MAR04106	0	59.3027
MAR04107	0	59.3027
MAR04282	0	117.838
MAR04331	-29.8884	29.8884
MAR04459	0	29.8884
MAR04460	0	29.8884
MAR04464	0	1000
MAR04497	0	201.834
MAR04741	0	28.5068
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-483.515	483.515
MAR00718	0	12.2793
MAR00719	0	0.620493
MAR01434	-157.181	157.181
MAR01436	0	10.7638
MAR03163	0	184.479
MAR04461	-190.394	190.394
MAR04604	0	78.1485
MAR05351	-2.40229	2.40229
MAR07709	-91.8775	91.8775
MAR04052	0	11.3602
MAR04304	0	1.9688
MAR04350	-9.89581	9.89581
MAR04351	-3.7123	3.7123
MAR04352	-3.7123	3.7123
MAR04354	-93.6572	93.6572
MAR04398	-32.3113	32.3113
MAR04404	-32.0132	32.0132
MAR04473	0	17.9489
MAR04474	0	17.9489
MAR04476	-19.0278	19.0278
MAR04477	-7.29504	7.29504
MAR04501	-32.0132	32.0132
MAR04565	-99.826	99.826
MAR04567	0	24.7811
MAR09799	-18.9216	18.9216
MAR09800	-336.237	336.237
MAR04623	0	88.6264
MAR04625	0	42.7383
MAR04710	-93.6572	93.6572
MAR04841	-1.87987	1.87987
MAR08074	0	9.89581
MAR08653	-88.6264	88.6264
MAR03998	0	36.8847
MAR04000	0	28.1962
MAR04002	-102.628	102.628
MAR04004	-102.628	102.628
MAR04010	0	28.6671
MAR04081	0	28.6671
MAR04082	0	28.6671
MAR04012	0	221.273
MAR04014	0	13.5133
MAR04020	-19.0043	19.0043
MAR04022	0	28.1962
MAR04038	-8.94485	8.94485
MAR04040	0	22.5545
MAR04042	0	14.6516
MAR04046	0	4.2205
MAR04048	0	13.5133
MAR04080	0	12.1961
MAR04085	0	20.6547
MAR04086	0	20.6547
MAR04134	0	36.8847
MAR04135	-19.0043	19.0043
MAR04168	0	16.1551
MAR04171	0	97.2863
MAR04290	0	36.1728
MAR04406	0	4.23149
MAR04412	-8.44066	8.44066
MAR04417	0	28.6671
MAR04418	0	23.5914
MAR04419	0	8.12088
MAR04421	0	97.2863
MAR04449	0	28.6671
MAR04450	0	28.6671
MAR04451	0	1000
MAR04452	0	23.5914
MAR04453	0	4.2205
MAR04480	-242.014	242.014
MAR04481	0	1.08328
MAR04482	0	1.08328
MAR04486	0	2.16861
MAR04487	0	2.16861
MAR04488	0	2.16861
MAR04489	0	2.16861
MAR04492	0	2.16861
MAR04493	0	2.16861
MAR04495	0	2.16861
MAR04496	0	2.16861
MAR04518	0	3.53901
MAR04519	0	26.5209
MAR04520	0	26.5209
MAR04573	0	97.2863
MAR04574	-57.9243	57.9243
MAR04600	0	9.28195
MAR04602	0	28.6671
MAR04603	-57.9243	57.9243
MAR04611	0	0.595066
MAR04612	0	0.595066
MAR04614	0	0.595066
MAR04615	0	0.595066
MAR04617	0	0.595066
MAR04618	0	0.595066
MAR04619	0	0.595066
MAR04621	0	0.595066
MAR04632	0	28.6671
MAR04646	0	26.5209
MAR04648	0	26.5209
MAR04649	0	26.5209
MAR04650	0	26.5209
MAR04651	-57.9243	57.9243
MAR04663	-57.9243	57.9243
MAR04664	0	23.5914
MAR04694	0	1.08328
MAR04695	-57.9243	57.9243
MAR04705	0	28.6671
MAR04709	-57.9243	57.9243
MAR04799	0	10.3585
MAR04802	0	10.3585
MAR04804	-64.34	64.34
MAR04808	0	4.44472
MAR04810	0	64.34
MAR04812	-8.44066	8.44066
MAR04814	-8.94485	8.94485
MAR05301	0	18.8801
MAR05353	-19.0043	19.0043
MAR06601	0	0.01
MAR06602	-205.631	205.631
MAR06603	-205.631	205.631
MAR06605	-1000	1000
MAR06606	-1000	1000
MAR06607	-1000	1000
MAR06609	-1000	1000
MAR06610	0	1000
MAR06611	-1000	1000
MAR07144	0	29.038
MAR08755	0	26.5209
MAR09797	0	1000
MAR04016	-224.253	224.253
MAR04018	-224.253	224.253
MAR04044	-224.253	224.253
MAR04291	-224.253	224.253
MAR04420	0	224.253
MAR04570	-224.253	224.253
MAR04572	0	224.253
MAR04006	-224.253	224.253
MAR04028	-224.253	224.253
MAR04030	-224.253	224.253
MAR04670	-224.253	224.253
MAR04673	-224.253	224.253
MAR04675	0	224.253
MAR06614	-224.253	224.253
MAR06615	-224.253	224.253
MAR06616	-224.253	224.253
MAR04635	-224.253	224.253
MAR03793	-49.2602	49.2602
MAR03931	0	30.3378
MAR03969	0	18.8801
MAR03970	0	28.6671
MAR04008	-17.2125	17.2125
MAR04032	0	3.00412
MAR04034	0	1.91337
MAR04036	0	11.0878
MAR04050	-1.91337	1.91337
MAR04056	0	28.6671
MAR04059	0	36.8847
MAR04060	0	36.8847
MAR04127	0	18.6465
MAR04177	0	28.6671
MAR04179	0	28.6671
MAR04182	0	28.3158
MAR04183	0	36.1728
MAR04192	0	36.1728
MAR04194	0	3.00412
MAR04210	0	97.2863
MAR04211	0	16.1551
MAR04343	0	0.339533
MAR04345	-61.8983	61.8983
MAR04346	0	158.247
MAR04470	0	61.8983
MAR04471	0	61.8983
MAR04472	0	61.8983
MAR04484	0	28.6671
MAR04485	-171.097	171.097
MAR04510	0	28.6671
MAR04512	-17.2125	17.2125
MAR04513	0	1.35796
MAR04514	0	11.2659
MAR04577	0	11.0878
MAR04579	-11.6588	11.6588
MAR04580	0	11.2659
MAR04608	-1.91337	1.91337
MAR04575	-5.11393	5.11393
MAR04637	-8.81595	8.81595
MAR04642	0	28.6671
MAR04643	0	16.1551
MAR04644	-1.52789	1.52789
MAR04672	0	1000
MAR04676	0	18.8801
MAR04736	0	158.247
MAR04819	0	87.316
MAR05299	0	18.8801
MAR05352	0	18.8801
MAR05415	0	0.595066
MAR05416	0	0.595066
MAR05417	0	30.3378
MAR06612	-8.81595	8.81595
MAR06613	-8.81595	8.81595
MAR06621	-0.595066	0.595066
MAR06622	0	0.595066
MAR06623	0	13.598
MAR06624	0	8.05115
MAR06627	-97.2863	97.2863
MAR07744	-3.72887	3.72887
MAR08072	0	1000
MAR08637	0	1000
MAR03965	0	4.38987
MAR03966	0	16.1551
MAR03967	-17.2125	17.2125
MAR03968	-8.81595	8.81595
MAR03999	0	36.1728
MAR04024	-17.2125	17.2125
MAR04026	-2.57189	2.57189
MAR04054	0	13.598
MAR04061	0	36.1728
MAR04083	0	221.273
MAR04136	0	1833.96
MAR04180	0	18.8801
MAR04185	0	26.4636
MAR04186	0	26.4636
MAR04342	0	36.8847
MAR04344	-1000	1000
MAR04483	0	8.05115
MAR04507	0	0.353285
MAR04516	0	31.8532
MAR04601	0	9.28195
MAR04633	0	1.08328
MAR04640	0	8.81595
MAR04641	0	13.598
MAR04680	-11.6588	11.6588
MAR04806	0	10.3585
MAR05394	0	1000
MAR06625	0	8.05115
MAR06626	0	28.6671
MAR07160	0	9.97966
MAR07161	0	0.95588
MAR07162	0	0.95588
MAR07163	0	6.38015
MAR07164	0	6.38015
MAR07713	0	28.6671
MAR07716	0	28.6671
MAR07717	0	28.6671
MAR07721	0	28.6671
MAR07725	0	28.6671
MAR07728	0	28.6671
MAR07800	-0.0396517	0.0396517
MAR07801	-81.2264	81.2264
MAR07802	-0.0396517	0.0396517
MAR07863	-17.2125	17.2125
MAR07864	-17.2125	17.2125
MAR07865	-17.2125	17.2125
MAR07866	-17.2125	17.2125
MAR07867	-17.2125	17.2125
MAR07868	-17.2125	17.2125
MAR07869	-17.2125	17.2125
MAR07870	-17.2125	17.2125
MAR07871	-17.2125	17.2125
MAR07872	-17.2125	17.2125
MAR07873	-17.2125	17.2125
MAR07874	-17.2125	17.2125
MAR07875	-2.57189	2.57189
MAR07876	-17.2125	17.2125
MAR07878	-224.253	224.253
MAR07879	0	16.1551
MAR07880	0	28.6671
MAR07881	-224.253	224.253
MAR07882	-224.253	224.253
MAR07883	-224.253	224.253
MAR07884	-224.253	224.253
MAR07885	-224.253	224.253
MAR07886	-224.253	224.253
MAR07887	-224.253	224.253
MAR07888	-224.253	224.253
MAR07889	-224.253	224.253
MAR07890	-224.253	224.253
MAR07891	-224.253	224.253
MAR07892	-224.253	224.253
MAR07893	-224.253	224.253
MAR07894	-224.253	224.253
MAR07895	-224.253	224.253
MAR08083	0	13.5133
MAR08085	0	13.5133
MAR08087	0	13.5133
MAR08443	0	29.038
MAR08444	0	29.038
MAR08445	0	18.8801
MAR08446	0	0.01
MAR08448	-17.2125	17.2125
MAR08449	-17.2125	17.2125
MAR08450	-17.2125	17.2125
MAR08451	-17.2125	17.2125
MAR08452	-17.2125	17.2125
MAR08453	-17.2125	17.2125
MAR08454	-17.2125	17.2125
MAR08455	-17.2125	17.2125
MAR08456	-17.2125	17.2125
MAR08457	-17.2125	17.2125
MAR08458	-17.2125	17.2125
MAR08459	-17.2125	17.2125
MAR08460	-17.2125	17.2125
MAR08461	-0.0396517	0.0396517
MAR08462	-17.2125	17.2125
MAR08463	-17.2125	17.2125
MAR08464	-17.2125	17.2125
MAR08465	-17.2125	17.2125
MAR08466	-17.2125	17.2125
MAR08467	-17.2125	17.2125
MAR08468	-17.2125	17.2125
MAR08469	-17.2125	17.2125
MAR08470	-17.2125	17.2125
MAR08471	-17.2125	17.2125
MAR08472	-17.2125	17.2125
MAR08473	0	1.08328
MAR08474	0	36.8847
MAR08477	-1.35796	1.35796
MAR08478	-1.35796	1.35796
MAR08479	-1.35796	1.35796
MAR08480	0	0.01
MAR08481	-1000	1000
MAR08482	0	27.7763
MAR08483	0	4.38987
MAR08484	0	1000
MAR08485	0	12.13
MAR08486	-57.9243	57.9243
MAR08487	0	18.3618
MAR08488	0	16.1551
MAR08489	0	16.1551
MAR08493	0	11.2147
MAR08494	0	11.2147
MAR08495	0	11.2147
MAR03802	-548.288	548.288
MAR03804	-548.288	548.288
MAR03811	0	1259.26
MAR03813	-149.176	149.176
MAR03822	0	187.2
MAR03827	-267.775	267.775
MAR03829	-88.4255	88.4255
MAR03862	0	56.6035
MAR03865	0	267.775
MAR03870	0	22.8013
MAR03873	0	316.432
MAR08654	0	316.432
MAR03890	0	590.171
MAR03892	0	0.471891
MAR09802	0	139.163
MAR03899	-232.651	232.651
MAR03903	0	0.0650866
MAR04109	-69.7845	69.7845
MAR04114	0	128.869
MAR04115	0	128.869
MAR04118	0	22.8013
MAR04172	0	56.6035
MAR04196	0	59.6764
MAR04197	0	36.6943
MAR04287	0	628.564
MAR04690	0	0.28633
MAR04693	-52.0128	52.0128
MAR06780	0	348.544
MAR06968	-55.2995	55.2995
MAR06969	-80.4318	80.4318
MAR06970	-232.651	232.651
MAR06971	-3.42682	3.42682
MAR06972	-3.42682	3.42682
MAR07641	0	6.48565
MAR07642	-1000	1000
MAR08626	0	0.079997
MAR08628	0	80.4318
MAR03806	-187.2	187.2
MAR03807	-196.833	196.833
MAR03809	-113.308	113.308
MAR03816	0	665.032
MAR03819	-187.2	187.2
MAR03820	-187.2	187.2
MAR03832	0	1000
MAR03833	0	20.4599
MAR03835	0	20.4599
MAR03837	0	6.52761
MAR03895	0	0.788534
MAR03897	0	0.788534
MAR03956	-100.457	100.457
MAR03993	0	4.75055
MAR04073	0	7.49422
MAR04075	0	22.0525
MAR04077	0	22.0525
MAR04190	-4.75055	4.75055
MAR04191	0	2.15448
MAR04212	0	15.836
MAR04422	0	15.836
MAR04423	0	0.87923
MAR04424	0	146.441
MAR04583	-251.082	251.082
MAR04605	0	1264.85
MAR04606	0	1.18359
MAR04607	0	28.4607
MAR04776	0	3.51208
MAR04777	0	3.51208
MAR04778	0	20.4599
MAR04779	0	20.4599
MAR04780	0	20.4599
