rxn	LB	UB
MAR03905	0	766.079
MAR03907	0	164.399
MAR04097	0	27.5827
MAR04099	0	10.6358
MAR04108	0	27.5827
MAR04133	0	27.5827
MAR04281	-498.679	498.679
MAR04388	-498.679	498.679
MAR04283	0	1.39098
MAR08357	0	848
MAR04379	0	20.0702
MAR04301	0	20.0702
MAR04355	0	1957.19
MAR04358	0	31.4993
MAR04363	-173.728	173.728
MAR04365	-49.4081	49.4081
MAR04368	-143.481	143.481
MAR04370	0	4.70823
MAR04371	0	49.4081
MAR04372	0	4.70823
MAR04373	-576.138	576.138
MAR04375	-1957.19	1957.19
MAR04377	0	544.027
MAR04381	-78.4089	78.4089
MAR04391	-301.334	301.334
MAR04394	0	16.8918
MAR04396	-101.74	101.74
MAR04521	0	131.301
MAR06412	0	4.03041
MAR07745	-35.5783	35.5783
MAR07747	0	4.22129
MAR08360	0	947.948
MAR08652	0	131.301
MAR08757	0	4637.13
MAR03989	0	39.2893
MAR04122	0	23.9468
MAR04837	0	13.114
MAR05395	0	3.51238
MAR05396	0	30.7029
MAR09727	0	30.7029
MAR05397	0	16.9935
MAR05398	0	84.2739
MAR05399	0	8.34269
MAR05400	0	8.34269
MAR05401	0	84.2739
MAR08568	0	215.728
MAR08569	0	215.728
MAR08570	0	215.728
MAR08571	0	215.728
MAR08572	0	215.728
MAR08573	0	215.728
MAR08574	0	215.728
MAR08575	0	215.728
MAR08576	0	215.728
MAR08577	0	215.728
MAR08578	0	215.728
MAR08579	0	215.728
MAR08581	0	215.728
MAR08591	0	12.873
MAR08592	0	39.2893
MAR08580	0	215.728
MAR08582	0	215.728
MAR08587	0	12.873
MAR08589	0	39.2893
MAR08583	0	12.873
MAR08584	0	0.01
MAR08585	0	0.358303
MAR03944	0	84.5682
MAR04128	-2.76564	2.76564
MAR04130	0	45.2835
MAR04131	-30.3619	30.3619
MAR04132	0	30.3619
MAR04303	0	39.2893
MAR04414	0	45.2835
MAR04415	0	0.01
MAR04416	0	198.176
MAR04774	-20.0702	20.0702
MAR04775	-20.0702	20.0702
MAR04831	-1000	1000
MAR04832	-0.01	0.01
MAR07674	0	11.4134
MAR08761	0	179.246
MAR08762	-1957.19	1957.19
MAR08764	0	0.01
MAR08766	-5.90924	5.90924
MAR08767	0	30.3619
MAR00454	0	1000
MAR04297	0	6.90023
MAR04310	0	179.246
MAR04315	-240.684	240.684
MAR04316	-5.90924	5.90924
MAR04317	0	24.0698
MAR04318	0	24.0698
MAR04319	0	1.85143
MAR04320	0	24.0698
MAR04356	0	1957.19
MAR04383	-4.18479	4.18479
MAR04385	0	18.3971
MAR04386	0	10.856
MAR04387	0	5.70619
MAR04399	0	1.10479
MAR04400	0	15.3352
MAR04401	0	2.22208
MAR04402	-3.29838	3.29838
MAR04403	0	1000
MAR04490	0	1.85143
MAR04706	0	6.90023
MAR08768	0	15.3352
MAR04590	0	172.129
MAR04591	0	149.213
MAR04592	-5.90924	5.90924
MAR04593	0	240.684
MAR04594	0	57.5188
MAR04595	-42.0602	42.0602
MAR08341	0	164.399
MAR08342	-1000	1000
MAR08344	-164.399	164.399
MAR08352	-16.9062	16.9062
MAR08353	-1000	1000
MAR08726	0	12.1556
MAR08727	0	13.1632
MAR08728	0	1000
MAR08729	0	1.61297
MAR06537	-164.399	164.399
MAR01568	0	1.39098
MAR03853	0	136.055
MAR03854	0	5.90924
MAR03855	0	5.90924
MAR03857	0	138.151
MAR03859	0	56.5124
MAR04087	0	1.21408
MAR04089	0	21.2841
MAR04091	0	1.21408
MAR04093	0	66.7447
MAR04095	0	66.7447
MAR04101	0	1046.16
MAR04103	0	0.437682
MAR04143	0	246.793
MAR04193	0	31.4993
MAR08497	0	164.399
MAR08498	0	4637.13
MAR08499	0	4637.13
MAR08500	0	164.399
MAR08501	0	216.209
MAR08502	-766.079	766.079
MAR08503	0	163.42
MAR08504	0	848
MAR08506	0	848
MAR08507	0	766.079
MAR08508	0	766.079
MAR08509	0	164.399
MAR08511	0	138.151
MAR08512	-56.5124	56.5124
MAR08514	0	56.5124
MAR08516	0	7.76535
MAR08517	0	1000
MAR04280	-2.28411	2.28411
MAR00153	0	27.5827
MAR03212	0	254.291
MAR03797	0	27.5827
MAR03800	0	31.596
MAR04105	0	55.996
MAR04106	0	55.996
MAR04107	0	55.996
MAR04282	0	166.245
MAR04331	-27.5827	27.5827
MAR04459	0	27.5827
MAR04460	0	27.5827
MAR04464	0	1000
MAR04497	0	211.001
MAR04741	0	42.0976
MAR08078	0	1000
MAR09803	-1000	1000
MAR09804	-278.176	278.176
MAR00718	0	14.1736
MAR00719	0	0.393652
MAR01434	-153.72	153.72
MAR01436	0	2.98952
MAR03163	0	254.291
MAR04461	-140.324	140.324
MAR04604	0	90.5429
MAR05351	-2.28411	2.28411
MAR07709	-73.2602	73.2602
MAR04052	0	13.4521
MAR04304	0	2.38773
MAR04350	-12.1556	12.1556
MAR04351	-1.42522	1.42522
MAR04352	-1.42522	1.42522
MAR04354	-101.74	101.74
MAR04398	-22.2016	22.2016
MAR04404	-21.8236	21.8236
MAR04473	0	9.23672
